horizon,site,rmse_persist,rmse_damped,rmse_thermo
1,n00,0.4925550743036818,0.47809770372651605,
1,n01,0.46932125525499363,0.46145604816286173,
1,n02,1.354391918796315,1.2644105501180272,
1,n03,0.9404481898677055,0.9143807765371349,
1,n04,1.5994561705092294,1.514227556907082,
1,n05,0.843327696052956,0.8135466316416414,
1,n06,,,
1,n07,1.4066675906536672,1.350943407330808,
1,n08,0.5022738255934132,0.4896950335280834,
1,n09,0.3049615990479301,0.2814460655480664,
1,n10,1.0181959198495614,0.9909478369181539,
1,n11,0.370022355045735,0.35949386092841534,
1,n12,0.5703838541206784,0.5478008797731351,
1,n13,0.6227054008496657,0.6010834762322895,
1,n14,0.5822333403626929,0.5511127746787371,
1,n15,0.7543977935971456,0.7317066414366392,
1,n16,0.4033697822926622,0.3935044610625441,
1,n17,0.683001983012055,0.6604371021336292,
1,n18,0.6976457374432817,0.677588393792309,
1,n19,,,
1,n20,0.5067026543662332,0.47120021612428126,
1,n21,0.30421540488401055,0.271237405188409,
1,n22,1.2195764549639936,1.17544106755743,
1,n23,0.7051795957701616,0.6785008574435157,
1,n24,0.7070107795877266,0.6761389950536181,
1,n25,1.025880362519798,0.9869287541074181,
1,n26,1.1132073911622435,1.0833683218038566,
1,n27,0.6657608864476893,0.6467074755544604,
1,n28,0.7231208253305561,0.7044914130627513,
1,n29,1.180500091982692,1.1379148881783623,
1,n30,0.9501435901628861,0.9090851318793352,
1,n31,0.6028592154767113,0.596076045496926,
1,n32,,,
1,n33,0.6779067244958472,0.6477322275726499,
1,n34,0.9925312186109064,0.9889401524681787,
1,n35,0.6180567873536754,0.5637432534186888,
1,n36,1.130174694288478,1.089692454813102,
1,n37,1.2287403944212558,1.164464943936588,
1,n38,0.7039058527294192,0.6914524888204888,
1,n39,0.3649339691646095,0.35536091724048285,
3,n00,0.9856778329894111,0.9017759257873492,
3,n01,0.8556442404788256,0.8129473291710354,
3,n02,2.296400198930914,1.8289099928379269,
3,n03,1.9588827125853916,1.7809194218032867,
3,n04,2.9388137134534857,2.461138879039697,
3,n05,1.5478910770115777,1.3780647452941777,
3,n06,,,
3,n07,2.5966730620640557,2.241869092963164,
3,n08,1.0715043173362497,0.9732384956430873,
3,n09,0.6162106746270213,0.5037517903370605,
3,n10,2.137374216586478,1.9132324471473094,
3,n11,0.7176103650565306,0.6588811318093665,
3,n12,1.35700632462365,1.2270079235200584,
3,n13,1.4285534023108675,1.2996438891146043,
3,n14,1.2331307183629592,1.0743224804044347,
3,n15,1.1924022658699163,1.1018679710928174,
3,n16,0.7662692071687386,0.7140735785374143,
3,n17,1.2389957445716107,1.112596563187488,
3,n18,1.38893025878957,1.261768707155257,
3,n19,,,
3,n20,1.346732835932683,1.1894196829865853,
3,n21,0.7617793059043187,0.6379205683493465,
3,n22,2.4539968365659144,2.1199031348432436,
3,n23,1.4401710813212323,1.2711421331591937,
3,n24,1.414762709426193,1.211597713080895,
3,n25,1.8370643603323384,1.6196282310558483,
3,n26,2.3198414387652404,2.0529286656964,
3,n27,1.3120932011787436,1.1854137012903287,
3,n28,1.5832672859543888,1.4390522333843816,
3,n29,2.3369366530529136,2.0450947477414636,
3,n30,1.9491129381181331,1.7036080509326423,
3,n31,1.3202889823796256,1.2758341774123654,
3,n32,,,
3,n33,1.5290741473512903,1.349825475026152,
3,n34,1.7922128933679513,1.7049001487743451,
3,n35,1.6004605537335914,1.366973359982368,
3,n36,2.027590867209507,1.7818878566087615,
3,n37,2.3613680210685852,1.97776296155215,
3,n38,1.5396284585070008,1.4088676718005526,
3,n39,0.6690576288871802,0.6142766858586434,
7,n00,1.4100517367959902,1.1458047192977332,
7,n01,1.4244219550420816,1.262085269645359,
7,n02,2.7130689527403447,1.880650313956286,
7,n03,2.6506286350521377,2.1482489111280225,
7,n04,3.621957708110245,2.646105451723764,
7,n05,1.9662659237386442,1.5733038193381215,
7,n06,,,
7,n07,3.0486602408308174,2.4320496039517523,
7,n08,1.5299270356871923,1.2342296014225964,
7,n09,1.0507576181493337,0.6393707435640655,
7,n10,2.7240141984851163,2.166266096459871,
7,n11,0.9983862569671311,0.8166064219784009,
7,n12,2.141732471946455,1.7131301874028755,
7,n13,2.2331966111051225,1.7831748775122545,
7,n14,2.0429931519676274,1.4946154728344798,
7,n15,1.5113611945367642,1.3373637782935632,
7,n16,1.1863985249553959,1.0049287119840582,
7,n17,1.5077928179992899,1.2416797762809217,
7,n18,1.796754328935046,1.4655062008158308,
7,n19,,,
7,n20,2.522000287944397,1.9743317419171633,
7,n21,1.462575902724529,1.0904038790846284,
7,n22,3.043163349515418,2.290341785159203,
7,n23,2.267121249496516,1.6786814567449366,
7,n24,1.8257170487719734,1.3453572150986863,
7,n25,2.3236166604072976,1.8647874981682917,
7,n26,3.008470541601595,2.370045987498656,
7,n27,1.7898774130236337,1.4487086125009954,
7,n28,2.417369856626727,1.9453937243962747,
7,n29,2.8958060145836475,2.273129511088603,
7,n30,2.654311345340966,1.956093027802835,
7,n31,2.0925875278696977,1.9309795742603757,
7,n32,,,
7,n33,2.362748592865514,1.7796621338345697,
7,n34,2.2897465558023327,2.1597089629246575,
7,n35,2.843789522017261,2.1118795323823947,
7,n36,2.3832591337580755,1.9738477188074857,
7,n37,2.831299385669883,2.058990487271491,
7,n38,2.070431138629378,1.7316785755044608,
7,n39,0.8833637310938666,0.742010699934226,
