model,scope,feature_set,site_id,horizon,split,n_seeds,n_obs,BIAS,BIAS_std,KGE,KGE_std,MAE,MAE_std,NSE,NSE_std,PBIAS,PBIAS_std,R2,R2_std,RMSE,RMSE_std,SKILL_RMSE,SKILL_RMSE_std,CRPS,CRPS_std,EVT_AUPRC,EVT_AUPRC_std,EVT_AUROC,EVT_AUROC_std,EVT_BASE_RATE,EVT_BASE_RATE_std,EVT_BRIER,EVT_BRIER_std,EVT_BRIER_SKILL,EVT_BRIER_SKILL_std,MPIW,MPIW_std,PICP,PICP_std,PINBALL,PINBALL_std,WINKLER,WINKLER_std
TR-fixedKappa,ablation,V3,s2,1,val,1,731,0.02449840136004864,0.0,0.9970618638795201,0.0,0.16488402388816656,0.0,0.9972412003096678,0.0,0.19575583856913994,0.0,0.9972412003096678,0.0,0.2303706315817839,0.0,0.14250141417673579,0.0,0.08977194834777442,0.0,0.8949885815616679,0.0,0.9918032786885246,0.0,0.08207934336525308,0.0,0.022009134588346264,0.0,0.7078782124290313,0.0,0.8613213520858911,0.0,0.9425444596443229,0.0,0.04488597417388721,0.0,1.044318211551567,0.0
TR-fixedKappa,ablation,V3,s2,3,calib,1,365,0.016861072958332217,0.0,0.9755270902910698,0.0,0.3396206071932022,0.0,0.9918939446103466,0.0,0.13591333297782648,0.0,0.9918939446103466,0.0,0.41835672303076654,0.0,0.1779743002559253,0.0,0.17526936565904316,0.0,0.8155783549701995,0.0,0.9658408408408409,0.0,0.08767123287671233,0.0,0.03726025064642706,0.0,0.5341594507969047,0.0,1.5374945196386887,0.0,0.9068493150684932,0.0,0.08763468282952158,0.0,1.8618748978392718,0.0
TR-fixedKappa,ablation,V3,s2,3,test,1,724,0.023172115094095305,0.0,0.9894567224263608,0.0,0.3447833298319611,0.0,0.9891826184192499,0.0,0.18647309444100935,0.0,0.9891826184192499,0.0,0.4657499603446887,0.0,0.20474298437895788,0.0,0.18785127480385713,0.0,0.720770325088444,0.0,0.9647300243683469,0.0,0.06353591160220995,0.0,0.03329558075083293,0.0,0.44040193871504174,0.0,1.5305937041235234,0.0,0.8922651933701657,0.0,0.09392563740192857,0.0,2.187704945796102,0.0
TR-fixedKappa,ablation,V3,s2,3,val,1,731,0.030443428316129378,0.0,0.9938290676416096,0.0,0.3092839616757248,0.0,0.9906887765500595,0.0,0.2431535906956185,0.0,0.9906887765500595,0.0,0.42239021308549884,0.0,0.2254975689641685,0.0,0.16294418759830895,0.0,0.7745886551922802,0.0,0.9793094883258817,0.0,0.08207934336525308,0.0,0.03302411528675425,0.0,0.5616791041105049,0.0,1.5051541380614817,0.0,0.9398084815321477,0.0,0.08147209379915447,0.0,1.795486011192019,0.0
TR-fixedKappa,ablation,V3,s2,7,calib,1,365,0.04674070436660557,0.0,0.9637861761960115,0.0,0.47314094647969285,0.0,0.9830420157979861,0.0,0.37744987939667984,0.0,0.9830420157979861,0.0,0.6096399323503116,0.0,0.3046939576322856,0.0,0.24622606264401792,0.0,0.522317662854685,0.0,0.9146959459459459,0.0,0.08767123287671233,0.0,0.05944396876925719,0.0,0.25681092913051085,0.0,2.2140886528851236,0.0,0.9068493150684932,0.0,0.12311303132200896,0.0,2.655372414523608,0.0
TR-fixedKappa,ablation,V3,s2,7,test,1,724,-0.006287063024320655,0.0,0.9819757528790998,0.0,0.49989747144899316,0.0,0.9777689237270563,0.0,-0.05056637788845324,0.0,0.9777689237270563,0.0,0.6659471769433003,0.0,0.3283134063947668,0.0,0.2668456934872692,0.0,0.4697608537597283,0.0,0.9441772476593562,0.0,0.06353591160220995,0.0,0.04368866224091136,0.0,0.26572565671389425,0.0,2.224263309115204,0.0,0.914364640883978,0.0,0.1334228467436346,0.0,3.006396090128145,0.0
TR-fixedKappa,ablation,V3,s2,7,val,1,731,-0.004036852501322567,0.0,0.9866635385483743,0.0,0.4742085760823679,0.0,0.9799883544178086,0.0,-0.03221760350923027,0.0,0.9799883544178086,0.0,0.6169558128099337,0.0,0.32455967535265995,0.0,0.24199276411854076,0.0,0.5858615958113821,0.0,0.9465971187282662,0.0,0.08207934336525308,0.0,0.048937071235412716,0.0,0.3504703844490985,0.0,2.222557727354496,0.0,0.9466484268125855,0.0,0.12099638205927038,0.0,2.517697162732543,0.0
TR-noMoE,ablation,V3,b1,1,calib,1,365,-0.01334606164122281,0.0,0.9973340366744801,0.0,0.24465119185513012,0.0,0.9962400037263515,0.0,-0.13489082898988086,0.0,0.9962400037263515,0.0,0.3208431395186931,0.0,0.05450446579004531,0.0,0.12635086929417094,0.0,0.5926029265818831,0.0,0.922434017595308,0.0,0.1506849315068493,0.0,0.23393980989010488,0.0,-0.8279549074701289,0.0,1.0535218085328193,0.0,0.9068493150684932,0.0,0.06317543464708547,0.0,1.3440141602738263,0.0
TR-noMoE,ablation,V3,b1,1,test,1,724,-0.0036693245007846896,0.0,0.997605076766997,0.0,0.24556208677713384,0.0,0.9960681186693817,0.0,-0.03728862696148136,0.0,0.9960681186693817,0.0,0.3255468078333707,0.0,0.05570588131405563,0.0,0.1302244160248869,0.0,0.27386186417249836,0.0,0.8575387900679252,0.0,0.0925414364640884,0.0,0.23607812513808343,0.0,-1.8112062364185113,0.0,1.0633709937004754,0.0,0.8867403314917127,0.0,0.06511220801244345,0.0,1.4511116129752681,0.0
TR-noMoE,ablation,V3,b1,1,val,1,731,-0.009213967786441913,0.0,0.9971357897446825,0.0,0.2622228001439294,0.0,0.9955031266665799,0.0,-0.0930048391926013,0.0,0.9955031266665799,0.0,0.34619510680844073,0.0,0.05075247477341138,0.0,0.13820465646864236,0.0,0.6793188272513235,0.0,0.9454225352112676,0.0,0.09712722298221614,0.0,0.2348703300586743,0.0,-1.6783086734752897,0.0,1.041901741650786,0.0,0.8755129958960328,0.0,0.06910232823432118,0.0,1.523911692619976,0.0
TR-noMoE,ablation,V3,b1,3,calib,1,365,-0.06663648363662093,0.0,0.9903413164702574,0.0,0.46869613536416666,0.0,0.9863729627640796,0.0,-0.6737670453279399,0.0,0.9863729627640796,0.0,0.6114528172794539,0.0,0.12458496561053001,0.0,0.2458154752483107,0.0,0.3588906285846991,0.0,0.861524926686217,0.0,0.1506849315068493,0.0,0.1612701428597153,0.0,-0.26012989925616914,0.0,2.1103189713334385,0.0,0.9068493150684932,0.0,0.12290773762415536,0.0,2.687502903807653,0.0
TR-noMoE,ablation,V3,b1,3,test,1,724,-0.03169039978506815,0.0,0.9922872771035596,0.0,0.46327456667278355,0.0,0.9860101385586967,0.0,-0.32191050663948,0.0,0.9860101385586967,0.0,0.6133945213759905,0.0,0.12865727631803292,0.0,0.24460192706648598,0.0,0.15076714757200493,0.0,0.7410322815148004,0.0,0.0925414364640884,0.0,0.17847142589451995,0.0,-1.1252286089773031,0.0,2.1330495182815836,0.0,0.9240331491712708,0.0,0.12230096353324299,0.0,2.7053121452667437,0.0
TR-noMoE,ablation,V3,b1,3,val,1,731,-0.05801761558052616,0.0,0.9899734012601888,0.0,0.4936083008913596,0.0,0.9848993092587954,0.0,-0.585575304521586,0.0,0.9848993092587954,0.0,0.634256475232319,0.0,0.11808648716032533,0.0,0.25268361379825194,0.0,0.20360669571256945,0.0,0.8073730260349978,0.0,0.09712722298221614,0.0,0.15664254074915596,0.0,-0.7862497805442856,0.0,2.1014158290322924,0.0,0.9192886456908345,0.0,0.12634180689912597,0.0,2.644425405033962,0.0
TR-noMoE,ablation,V3,b1,7,calib,1,365,-0.0922270951205737,0.0,0.9845116406031591,0.0,0.6434823304006498,0.0,0.9751046190703163,0.0,-0.9329034967900874,0.0,0.9751046190703163,0.0,0.8274144694931541,0.0,0.26514606215230185,0.0,0.33093211685685814,0.0,0.338611614224854,0.0,0.8304985337243401,0.0,0.1506849315068493,0.0,0.22219758626081837,0.0,-0.7362037201974323,0.0,2.738995977297221,0.0,0.9068493150684932,0.0,0.16546605842842907,0.0,3.493140201699244,0.0
TR-noMoE,ablation,V3,b1,7,test,1,724,-0.030852946128634456,0.0,0.9849190498321426,0.0,0.6705103984195224,0.0,0.9705911046512239,0.0,-0.3131707908955741,0.0,0.9705911046512239,0.0,0.8875871786826749,0.0,0.2578196629580789,0.0,0.3543417850718534,0.0,0.2094386172659657,0.0,0.7853881278538813,0.0,0.0925414364640884,0.0,0.30394374279954184,0.0,-2.619346539535098,0.0,2.7350269089252253,0.0,0.8922651933701657,0.0,0.1771708925359267,0.0,3.925149567960375,0.0
TR-noMoE,ablation,V3,b1,7,val,1,731,-0.07907936674136307,0.0,0.9824371867059093,0.0,0.7159719007285936,0.0,0.9692163601806084,0.0,-0.7980426460416868,0.0,0.9692163601806084,0.0,0.9052244887357156,0.0,0.24516207080390373,0.0,0.3670905605169175,0.0,0.20766890784037212,0.0,0.8039799402475458,0.0,0.09712722298221614,0.0,0.24165567781377745,0.0,-1.7556843715487709,0.0,2.7266763241607417,0.0,0.8577291381668947,0.0,0.18354528025845876,0.0,3.8529978082215894,0.0
TR-noMoE,ablation,V3,p3,1,calib,1,365,0.010779472246561965,0.0,0.9968264433988366,0.0,0.10961747888016374,0.0,0.9984409736039217,0.0,0.0641384222403139,0.0,0.9984409736039217,0.0,0.13799092875933663,0.0,0.07082163214606729,0.0,0.06011668653792987,0.0,0.13204744603270768,0.0,0.75235590620206,0.0,0.07397260273972603,0.0,0.18774680992908588,0.0,-1.7408030629451363,0.0,0.582167262247164,0.0,0.9068493150684932,0.0,0.030058343268964935,0.0,0.7073258073362586,0.0
TR-noMoE,ablation,V3,p3,1,test,1,724,0.005740232889164877,0.0,0.9934985048058683,0.0,0.1253099849869533,0.0,0.9977796156535585,0.0,0.03339597425223383,0.0,0.9977796156535585,0.0,0.16002701216556203,0.0,-0.00518166261241082,0.0,0.07116268484631956,0.0,0.07569446783394737,0.0,0.6524577572964669,0.0,0.058011049723756904,0.0,0.20775292097840142,0.0,-2.801811726881083,0.0,0.6594521564673324,0.0,0.8687845303867403,0.0,0.03558134242315978,0.0,0.8817806955200532,0.0
TR-noMoE,ablation,V3,p3,1,val,1,731,0.003079632238552443,0.0,0.9903446308868028,0.0,0.13234286693150302,0.0,0.9971611910549629,0.0,0.01762724856527929,0.0,0.9971611910549629,0.0,0.17059417085073328,0.0,-0.0010316949164363987,0.0,0.07417234393814304,0.0,0.15566995734701117,0.0,0.6851402075513358,0.0,0.11491108071135431,0.0,0.2145729902241232,0.0,-1.1097269012295823,0.0,0.6445488362240563,0.0,0.8755129958960328,0.0,0.03708617196907152,0.0,0.9017416488292606,0.0
TR-noMoE,ablation,V3,p3,3,calib,1,365,0.008037906803496897,0.0,0.9863395232322139,0.0,0.2092256781173079,0.0,0.994363560673732,0.0,0.04784312295921897,0.0,0.994363560673732,0.0,0.2628822316142846,0.0,0.15789596499585778,0.0,0.1095163543039261,0.0,0.3913061208920421,0.0,0.9102016217400832,0.0,0.07397260273972603,0.0,0.25611502789929336,0.0,-2.7388696681333813,0.0,0.9871108616868111,0.0,0.9068493150684932,0.0,0.05475817715196305,0.0,1.1932338479447038,0.0
TR-noMoE,ablation,V3,p3,3,test,1,724,-0.014231933414606759,0.0,0.9762998279507206,0.0,0.25456884157591764,0.0,0.9910882748589797,0.0,-0.08275974918253595,0.0,0.9910882748589797,0.0,0.31982655641512836,0.0,0.010190550946036936,0.0,0.1354300422124002,0.0,0.2862206479890058,0.0,0.9030163385002095,0.0,0.058011049723756904,0.0,0.28292662233081345,0.0,-4.177466317000509,0.0,1.016952845273097,0.0,0.8494475138121547,0.0,0.0677150211062001,0.0,1.51721285061283,0.0
TR-noMoE,ablation,V3,p3,3,val,1,731,-0.018351770132250075,0.0,0.9679995685506837,0.0,0.2659439760095933,0.0,0.9891738517384554,0.0,-0.10505860963806614,0.0,0.9891738517384554,0.0,0.3334567246163715,0.0,0.00016998586079008948,0.0,0.1396590593358017,0.0,0.41614748411685254,0.0,0.9024619121218812,0.0,0.11491108071135431,0.0,0.2688304787196984,0.0,-1.643197973020614,0.0,1.0469865498888509,0.0,0.853625170998632,0.0,0.06982952966790085,0.0,1.5303320199781172,0.0
TR-noMoE,ablation,V3,p3,7,calib,1,365,-0.030546076003819297,0.0,0.9751107431905632,0.0,0.34441742831713534,0.0,0.9855440334797307,0.0,-0.18194056386324878,0.0,0.9855440334797307,0.0,0.42261602346400373,0.0,0.2819858967752814,0.0,0.17337470973463365,0.0,0.10417017915236898,0.0,0.6555993863686171,0.0,0.07397260273972603,0.0,0.14953794374043494,0.0,-1.1830147440859755,0.0,1.529824395375709,0.0,0.9068493150684932,0.0,0.08668735486731682,0.0,1.7570670088676557,0.0
TR-noMoE,ablation,V3,p3,7,test,1,724,-0.07211919252385092,0.0,0.9595412802720149,0.0,0.4326902450118934,0.0,0.9748213569454792,0.0,-0.41896455413318223,0.0,0.9748213569454792,0.0,0.5348007150576132,0.0,0.05386161641306064,0.0,0.2218149251920303,0.0,0.07599585536819295,0.0,0.6347402597402597,0.0,0.058011049723756904,0.0,0.15736668230896292,0.0,-1.8797597425105939,0.0,1.5337672918540997,0.0,0.8218232044198895,0.0,0.11090746259601515,0.0,2.3275453056419746,0.0
TR-noMoE,ablation,V3,p3,7,val,1,731,-0.09428950960756816,0.0,0.943278823697983,0.0,0.45875106921111186,0.0,0.968972297143736,0.0,-0.5398775865904949,0.0,0.968972297143736,0.0,0.5651987751945895,0.0,0.05119947838722749,0.0,0.23999655780540016,0.0,0.1256573815741872,0.0,0.5941892985942445,0.0,0.11491108071135431,0.0,0.1647266543853947,0.0,-0.6196272128352178,0.0,1.5315220737587738,0.0,0.8071135430916553,0.0,0.11999827890270008,0.0,2.612386042050884,0.0
TR-noMoE,ablation,V3,s2,1,calib,1,365,0.0016040161864398278,0.0,0.9977503499619917,0.0,0.1986788070365174,0.0,0.9966584054431732,0.0,0.012917348604743788,0.0,0.9966584054431732,0.0,0.2675966563196241,0.0,0.057607172599560386,0.0,0.11202488158935826,0.0,0.3855849623645229,0.0,0.8860735735735736,0.0,0.08767123287671233,0.0,0.23603343917767508,0.0,-1.950971746814247,0.0,0.9033976502614478,0.0,0.9068493150684932,0.0,0.05601244079467913,0.0,1.3739583773155732,0.0
TR-noMoE,ablation,V3,s2,1,test,1,724,0.010319723608744079,0.0,0.9963283672978422,0.0,0.20792849353663828,0.0,0.995705778835752,0.0,0.08306720670398736,0.0,0.995705778835752,0.0,0.293793749321475,0.0,0.049291994469444766,0.0,0.12317088604192927,0.0,0.2531562438222437,0.0,0.8443952802359882,0.0,0.06353591160220995,0.0,0.23944473266400074,0.0,-3.0243421247523337,0.0,0.9657284834766915,0.0,0.8660220994475138,0.0,0.061585443020964636,0.0,1.6158416458914948,0.0
TR-noMoE,ablation,V3,s2,1,val,1,731,0.00253249584568509,0.0,0.9952673870810632,0.0,0.17937222649069393,0.0,0.9966999903927061,0.0,0.020236048902089004,0.0,0.9966999903927061,0.0,0.2519559569742528,0.0,0.06215529596068148,0.0,0.10017327899210975,0.0,0.31868780960096565,0.0,0.8788375558867363,0.0,0.08207934336525308,0.0,0.2369443367063301,0.0,-2.1449034452322597,0.0,0.9197017177837492,0.0,0.9015047879616963,0.0,0.05008663949605487,0.0,1.2114761048563527,0.0
TR-noMoE,ablation,V3,s2,3,calib,1,365,0.010098985123307737,0.0,0.9933694177572042,0.0,0.34327327257966345,0.0,0.9914087240218239,0.0,0.08140565735017183,0.0,0.9914087240218239,0.0,0.4306959660176344,0.0,0.153729022739861,0.0,0.17584623358565385,0.0,0.20054859529484725,0.0,0.8059309309309308,0.0,0.08767123287671233,0.0,0.1782936357772177,0.0,-1.2290887411902078,0.0,1.550609393968974,0.0,0.9068493150684932,0.0,0.08792311679282692,0.0,1.8426542817729794,0.0
TR-noMoE,ablation,V3,s2,3,test,1,724,0.02409298512158473,0.0,0.9930746018679234,0.0,0.37820520585413137,0.0,0.9868075473418052,0.0,0.19388361708456756,0.0,0.9868075473418052,0.0,0.5143450018861713,0.0,0.12176810300342433,0.0,0.20772064221717598,0.0,0.11180159343246976,0.0,0.7443728357060408,0.0,0.06353591160220995,0.0,0.18597601896402308,0.0,-2.1256946811224626,0.0,1.5841743781421724,0.0,0.888121546961326,0.0,0.10386032110858799,0.0,2.4495672079739643,0.0
TR-noMoE,ablation,V3,s2,3,val,1,731,0.005823619388522919,0.0,0.9930168438789083,0.0,0.3447841443376241,0.0,0.9885726967293421,0.0,0.04651361700987317,0.0,0.9885726967293421,0.0,0.46793157249632605,0.0,0.14199209823200787,0.0,0.1800627725286349,0.0,0.1200593568023177,0.0,0.7021112767014406,0.0,0.08207934336525308,0.0,0.1890095865100182,0.0,-1.508677388369084,0.0,1.5722013775529353,0.0,0.9288645690834473,0.0,0.09003138626431745,0.0,1.9540417324828059,0.0
TR-noMoE,ablation,V3,s2,7,calib,1,365,-0.03193214102967145,0.0,0.9828588464750413,0.0,0.46610459889451117,0.0,0.982831664226509,0.0,-0.257864808497377,0.0,0.982831664226509,0.0,0.6134093511255111,0.0,0.3003948631807356,0.0,0.24729019809531297,0.0,0.1599422150906845,0.0,0.7135416666666666,0.0,0.08767123287671233,0.0,0.14819317646778582,0.0,-0.8527623812569376,0.0,2.1672642485736167,0.0,0.9068493150684932,0.0,0.12364509904765648,0.0,2.757659953914276,0.0
TR-noMoE,ablation,V3,s2,7,test,1,724,-0.002367563669194174,0.0,0.9859381050068874,0.0,0.5640759362700236,0.0,0.972125050471318,0.0,-0.01904213759402892,0.0,0.972125050471318,0.0,0.7457041889440574,0.0,0.24786901446444187,0.0,0.2983852774947608,0.0,0.08281816576336994,0.0,0.6456329357445171,0.0,0.06353591160220995,0.0,0.1674436157429676,0.0,-1.8142210056499497,0.0,2.144173833876025,0.0,0.8798342541436464,0.0,0.1491926387473804,0.0,3.310798962142585,0.0
TR-noMoE,ablation,V3,s2,7,val,1,731,-0.050494599114038384,0.0,0.9842349518658938,0.0,0.49852825939736845,0.0,0.9772969460904765,0.0,-0.4029909373901167,0.0,0.9772969460904765,0.0,0.657135303049212,0.0,0.28057135825134516,0.0,0.2617977880420503,0.0,0.12337226526125178,0.0,0.6935295578738202,0.0,0.08207934336525308,0.0,0.14940328545000894,0.0,-0.9829927723619625,0.0,2.145208244284592,0.0,0.8987688098495212,0.0,0.13089889402102514,0.0,2.8686510472878215,0.0
TR-noPrior,ablation,V3,b1,1,calib,1,365,-0.2467217313100214,0.0,0.9489810367191417,0.0,0.47927552559604386,0.0,0.9848397775645573,0.0,-2.493656912495585,0.0,0.9848397775645573,0.0,0.6442461572968151,0.0,-0.8985347966917436,0.0,0.2695417024555817,0.0,0.891848846720361,0.0,0.983225806451613,0.0,0.1506849315068493,0.0,0.036616299852404374,0.0,0.7138881790147533,0.0,1.9201230408394174,0.0,0.9068493150684932,0.0,0.13477085122779084,0.0,3.293495817707009,0.0
TR-noPrior,ablation,V3,b1,1,test,1,724,-1.46555181942592,0.0,0.8382147217214353,0.0,1.524348897005313,0.0,0.8867611959363283,0.0,-14.893317578101035,0.0,0.8867611959363283,0.0,1.7470722974056445,0.0,-4.0676279283429695,0.0,1.138203077499873,0.0,0.5979858269919889,0.0,0.9473182035030328,0.0,0.0925414364640884,0.0,0.06386540777087944,0.0,0.2394939916102169,0.0,2.150811122473103,0.0,0.24585635359116023,0.0,0.5691015387499365,0.0,18.902603354943057,0.0
TR-noPrior,ablation,V3,b1,1,val,1,731,-0.0898516991885351,0.0,0.9808314126153802,0.0,0.35086722103254575,0.0,0.992417161102286,0.0,-0.9069537714803225,0.0,0.992417161102286,0.0,0.44955363378020224,0.0,-0.23265079699293034,0.0,0.18330679685624832,0.0,0.9520260609443569,0.0,0.994131455399061,0.0,0.09712722298221614,0.0,0.01874619733484435,0.0,0.7862305430232495,0.0,1.9168577484490934,0.0,0.9781121751025992,0.0,0.09165339842812416,0.0,1.9905316953619918,0.0
TR-noPrior,ablation,V3,b1,3,calib,1,365,-0.3340599770415319,0.0,0.961082217451503,0.0,0.5821500776565238,0.0,0.9786863062110674,0.0,-3.37770829746931,0.0,0.9786863062110674,0.0,0.7647008801640304,0.0,-0.094819793757694,0.0,0.3191140763128186,0.0,0.771953424862282,0.0,0.9659824046920821,0.0,0.1506849315068493,0.0,0.05769034140865729,0.0,0.5492201915478997,0.0,2.8619571805000303,0.0,0.9068493150684932,0.0,0.1595570381564093,0.0,3.7519215128193157,0.0
TR-noPrior,ablation,V3,b1,3,test,1,724,-1.561313683815424,0.0,0.8359963137514248,0.0,1.6205496070134706,0.0,0.8743425510156745,0.0,-15.859796101941006,0.0,0.8743425510156745,0.0,1.838346215897278,0.0,-1.6114181705390607,0.0,1.0179683391807488,0.0,0.4950203727379066,0.0,0.9288489061541606,0.0,0.0925414364640884,0.0,0.06318146822311764,0.0,0.24763830875470716,0.0,3.1435584156717384,0.0,0.36464088397790057,0.0,0.5089841695903744,0.0,14.333554105287753,0.0
TR-noPrior,ablation,V3,b1,3,val,1,731,-0.14779192576167033,0.0,0.9819732956106066,0.0,0.4575695939331472,0.0,0.9870108613470328,0.0,-1.49167284914705,0.0,0.9870108613470328,0.0,0.5882428801523513,0.0,0.18206693175963806,0.0,0.24860308402703338,0.0,0.8849520069510273,0.0,0.9850192061459666,0.0,0.09712722298221614,0.0,0.029707808807442598,0.0,0.6612314463940929,0.0,2.8413213394409,0.0,0.9835841313269493,0.0,0.12430154201351669,0.0,2.882396581479528,0.0
TR-noPrior,ablation,V3,b1,7,calib,1,365,-0.5135347002173123,0.0,0.9467940403210638,0.0,0.7627187880751205,0.0,0.9674830452844796,0.0,-5.194550657043397,0.0,0.9674830452844796,0.0,0.9456243711146586,0.0,0.1601599700522165,0.0,0.38679706993168345,0.0,0.6675028936550995,0.0,0.9486217008797654,0.0,0.1506849315068493,0.0,0.07724340039867272,0.0,0.3964368317869347,0.0,3.4585654221168936,0.0,0.9068493150684932,0.0,0.19339853496584172,0.0,3.9767242171992994,0.0
TR-noPrior,ablation,V3,b1,7,test,1,724,-1.5022085180598728,0.0,0.839039031485196,0.0,1.5985881379954723,0.0,0.8750660418611713,0.0,-15.24806829563218,0.0,0.8750660418611713,0.0,1.82941364457502,0.0,-0.5297143400999875,0.0,0.9495857500061256,0.0,0.37106927011340757,0.0,0.8929553147504486,0.0,0.0925414364640884,0.0,0.0818153505771754,0.0,0.02574699098955413,0.0,3.797511534755072,0.0,0.468232044198895,0.0,0.4747928750030628,0.0,12.501691120229038,0.0
TR-noPrior,ablation,V3,b1,7,val,1,731,-0.2853517961241152,0.0,0.9662467578216678,0.0,0.6718855975590717,0.0,0.9734739333993092,0.0,-2.879675341564472,0.0,0.9734739333993092,0.0,0.8402968540874869,0.0,0.2993031616552122,0.0,0.34537586402088555,0.0,0.6857392916494054,0.0,0.9653435766111822,0.0,0.09712722298221614,0.0,0.04485815039330362,0.0,0.48846679253003045,0.0,3.4322022460553945,0.0,0.9685362517099864,0.0,0.17268793201044277,0.0,3.6424199450358485,0.0
TR-noPrior,ablation,V3,p3,1,calib,1,365,-0.03944604952041417,0.0,0.9635978388708598,0.0,0.3407377948499706,0.0,0.9826194735889993,0.0,-0.23470605257688593,0.0,0.9826194735889993,0.0,0.46073930887809206,0.0,-2.1024430582400013,0.0,0.17060343476735296,0.0,0.9687544880855234,0.0,0.9969318430856893,0.0,0.07397260273972603,0.0,0.013996897823000837,0.0,0.7956676843697059,0.0,1.2195190690968134,0.0,0.9068493150684932,0.0,0.08530171738367648,0.0,1.7107250945208823,0.0
TR-noPrior,ablation,V3,p3,1,test,1,724,-0.33541222830503686,0.0,0.9258829067692365,0.0,0.7123638463942386,0.0,0.901859492055419,0.0,-1.9513874012852175,0.0,0.901859492055419,0.0,1.0639062714053393,0.0,-5.682740996554891,0.0,0.33301722678470785,0.0,0.5072813909999623,0.0,0.9596075967043709,0.0,0.058011049723756904,0.0,0.03564366451997835,0.0,0.34773238747792656,0.0,1.3466637318964163,0.0,0.7306629834254144,0.0,0.16650861339235393,0.0,2.8668783395988493,0.0
TR-noPrior,ablation,V3,p3,1,val,1,731,-0.5623823079788897,0.0,0.8902075536819719,0.0,0.8720120483481933,0.0,0.8589361291875659,0.0,-3.2189729044137376,0.0,0.8589361291875659,0.0,1.2025523829978786,0.0,-6.056472352923843,0.0,0.38007868724602084,0.0,0.9319790697904272,0.0,0.9900088319717377,0.0,0.11491108071135431,0.0,0.02914353119482092,0.0,0.7134546538484842,0.0,1.4726633484158078,0.0,0.7264021887824897,0.0,0.19003934362301042,0.0,2.6822401338986914,0.0
TR-noPrior,ablation,V3,p3,3,calib,1,365,-0.12919638385511426,0.0,0.9662343809340773,0.0,0.48175304099305033,0.0,0.9711649093856568,0.0,-0.7690010135446664,0.0,0.9711649093856568,0.0,0.5945925658041816,0.0,-0.9046886348021994,0.0,0.2331055008004245,0.0,0.6656050312135788,0.0,0.9612097304404996,0.0,0.07397260273972603,0.0,0.03348634004907613,0.0,0.5111530075637696,0.0,1.723385949330787,0.0,0.9068493150684932,0.0,0.11655275040021225,0.0,2.175634614082232,0.0
TR-noPrior,ablation,V3,p3,3,test,1,724,-0.38928670119185477,0.0,0.9263388205402465,0.0,0.8308890629868481,0.0,0.8851174271621891,0.0,-2.2637310625462135,0.0,0.8851174271621891,0.0,1.148314124977836,0.0,-2.553839256268313,0.0,0.39454476890423457,0.0,0.37111600842918896,0.0,0.937683284457478,0.0,0.058011049723756904,0.0,0.045254972258625,0.0,0.17184854286402296,0.0,1.8325053578582258,0.0,0.755524861878453,0.0,0.19727238445211728,0.0,3.527452437258556,0.0
TR-noPrior,ablation,V3,p3,3,val,1,731,-0.552334140981108,0.0,0.892412630148773,0.0,0.9675118476356266,0.0,0.8480018594781966,0.0,-3.1619542141680137,0.0,0.8480018594781966,0.0,1.249457914369536,0.0,-2.7463497718561456,0.0,0.42421808742900663,0.0,0.816258697299273,0.0,0.9731728858467653,0.0,0.11491108071135431,0.0,0.045096398290265835,0.0,0.556602699518882,0.0,1.9863863187025412,0.0,0.7920656634746922,0.0,0.21210904371450331,0.0,3.0514241465139316,0.0
TR-noPrior,ablation,V3,p3,7,calib,1,365,-0.2230013076573202,0.0,0.961455248975451,0.0,0.6937547291794869,0.0,0.9465778194699964,0.0,-1.3282551792361694,0.0,0.9465778194699964,0.0,0.8124248478070312,0.0,-0.38028959184821165,0.0,0.33039717234432975,0.0,0.4681713642952674,0.0,0.953210607056761,0.0,0.07397260273972603,0.0,0.04886755906881487,0.0,0.28661181713260797,0.0,2.532556068733947,0.0,0.9068493150684932,0.0,0.16519858617216487,0.0,2.9743678785350225,0.0
TR-noPrior,ablation,V3,p3,7,test,1,724,-0.5192417703280792,0.0,0.9221915697019911,0.0,1.0188287529497515,0.0,0.8408967412558165,0.0,-3.0164494246227562,0.0,0.8408967412558165,0.0,1.344359300930035,0.0,-1.3783624444200417,0.0,0.4970137973297148,0.0,0.23700494898151683,0.0,0.9019340874179584,0.0,0.058011049723756904,0.0,0.05223456819865064,0.0,0.04412417889977471,0.0,2.7216411071587663,0.0,0.7914364640883977,0.0,0.2485068986648574,0.0,4.7221263903939255,0.0
TR-noPrior,ablation,V3,p3,7,val,1,731,-0.5834071202415122,0.0,0.9029737791275531,0.0,1.093276950142126,0.0,0.824425152234582,0.0,-3.3404397730627,0.0,0.824425152234582,0.0,1.3444899197625981,0.0,-1.256998410399385,0.0,0.48539004093210186,0.0,0.5821047693139301,0.0,0.9404577905350704,0.0,0.11491108071135431,0.0,0.06828667728983873,0.0,0.328590984711181,0.0,2.8435248545843663,0.0,0.8645690834473324,0.0,0.24269502046605093,0.0,3.628931726541793,0.0
