horizon,site,rmse_persist,rmse_damped,rmse_thermo
3,n102,1.4584470949612385,1.2764022627303846,1.2269282795778056
3,n103,1.9573596685224832,1.7203852306995668,1.5840018264911022
3,n104,1.3399192156065975,1.2102800255407278,0.9925915050505315
3,n105,1.771244193588594,1.529967883711242,1.4285339869390914
3,n106,,,
3,n107,1.7140307231440735,1.561669135427679,1.4488986693137504
3,n108,1.327035058050984,1.198678862433772,1.0833649515738768
3,n109,2.0197366318074934,1.7894189602543011,1.6721351933880544
3,n11,0.7176103650565306,0.6588811318093665,0.5788611502287674
3,n110,1.5796088253021732,1.4319292250762292,1.175919707382279
3,n111,1.892526717172241,1.630497166949871,1.545744608019745
3,n112,2.2686445280509684,1.981815456550264,1.8088726453337602
3,n113,2.0845667170249556,1.833640520085099,1.7142675438434143
3,n114,,,
3,n115,1.1636289076406767,1.0367032520713644,0.9195927238433451
3,n116,1.6148952438067625,1.3949583649390072,1.2843632486601815
3,n117,1.6934265038099305,1.4223275495659455,1.3279910257435785
3,n118,1.4562307126858545,1.3224370251731838,1.1020277837402732
3,n119,1.4610741277312034,1.3115215948486647,1.2590088932446606
3,n12,1.35700632462365,1.2270079235200584,1.041836632093485
3,n13,1.4285534023108675,1.2996438891146043,1.1479897458750141
3,n14,1.2331307183629592,1.0743224804044347,1.0003232346636313
3,n15,1.1924022658699163,1.1018679710928174,1.0480466670074435
3,n16,0.7662692071687386,0.7140735785374143,0.7102779522331357
3,n17,1.2389957445716107,1.112596563187488,1.048997744281996
3,n18,1.38893025878957,1.261768707155257,1.115581670472318
3,n19,,,
3,n20,1.346732835932683,1.1894196829865853,1.020572081265784
3,n21,0.7617793059043187,0.6379205683493465,0.5647569800569544
3,n22,2.4539968365659144,2.1199031348432436,1.9172065177572464
3,n23,1.4401710813212323,1.2711421331591937,1.071697289628196
3,n24,1.414762709426193,1.211597713080895,1.0921061195582158
3,n25,1.8370643603323384,1.6196282310558483,1.5199718056246103
3,n26,2.3198414387652404,2.0529286656964,1.8108781907095552
3,n27,1.3120932011787436,1.1854137012903287,1.1132098062589375
3,n28,1.5832672859543888,1.4390522333843816,1.278968238976587
3,n29,2.3369366530529136,2.0450947477414636,1.8417163348488812
3,n30,1.9491129381181331,1.7036080509326423,1.5640402397466957
3,n31,1.3202889823796256,1.2758341774123654,1.2672384249113011
3,n32,,,
3,n33,1.5290741473512903,1.349825475026152,1.1812851701107323
3,n34,1.7922128933679513,1.7049001487743451,1.6298524145977027
3,n35,1.6004605537335914,1.366973359982368,1.1664796560187838
3,n36,2.027590867209507,1.7818878566087615,1.691969012520967
3,n37,2.3613680210685852,1.97776296155215,1.791925624866738
3,n38,1.5396284585070008,1.4088676718005526,1.287639064192937
3,n39,0.6690576288871802,0.6142766858586434,0.5787333096233738
3,n40,1.6519156070920074,1.4021337092072657,1.3278210022558776
3,n41,1.6523059874672792,1.4495635729865017,1.329743232301601
3,n42,1.495665521599692,1.3607359895087805,1.2552804382578358
3,n43,1.5145136895570803,1.3475413979014064,1.2935812656563443
3,n44,0.6756335396456503,0.6285805252120382,0.604212801482003
3,n45,0.5628026527383098,0.4894926517610357,0.44986637269954843
3,n46,1.5695761501311492,1.414572379169699,1.2286888747240163
3,n47,1.797258534966672,1.5800215795533623,1.4612286662361909
3,n48,1.4755198654735466,1.278790255130544,1.2157027490049448
3,n49,1.2658254119931813,1.1820672587298888,1.0477388011269042
3,n50,0.9321964546667305,0.7926261301091925,0.7203398644879563
3,n51,1.6756156615494455,1.4322205152778165,1.331162247692259
3,n52,2.1015334118743167,1.8667830992042864,1.6565947387200743
3,n53,2.0565329042657274,1.842655722314357,1.6539729106376455
3,n54,1.7233895307273144,1.545217014161773,1.381086511289939
3,n55,1.855053681218914,1.6744558698359224,1.5133654633264066
3,n56,1.5011091683754145,1.3499572839496887,1.240065386738865
3,n57,1.5615275009483236,1.3338483809701833,1.2141361045914947
3,n58,2.3158318184224953,2.1809642017580186,1.9062611099707145
3,n59,1.887673695080848,1.6724168420482397,1.4866729718860718
3,n60,1.1128164283628779,0.9756652553245376,0.9480246802262944
3,n61,1.8559408960446615,1.6574842453449432,1.510225215580595
3,n62,1.9626468547680724,1.7728005607985244,1.6331485739015477
3,n63,0.7560529263882926,0.6378641219171699,0.5555329046269226
3,n64,2.0209133774450825,1.7367338615800145,1.617951204992099
3,n65,2.286597132916605,2.0112487662049423,1.8494338150187104
3,n66,1.480934553552309,1.352218847382785,1.1268774277625102
3,n67,2.2593406746970235,1.9279631399364467,1.784425919886048
3,n68,1.1621714119745457,1.0481117034406053,0.9275117576343007
3,n69,1.6935202969957892,1.5208801831171899,1.4230861009855709
3,n70,1.989936696967374,1.7908542976926742,1.6722777922512992
3,n71,2.1846077257303307,1.9264131577350865,1.6946389698272066
3,n72,0.9682030312103768,0.8383059703170427,0.7870017484733564
3,n73,1.8363996451514597,1.650121696945561,1.5791408720236966
3,n74,1.8124706980645462,1.5413337488770547,1.4695423003766919
3,n75,2.496253224075598,2.043745691489043,2.035775683749276
3,n76,1.2448334814210302,1.0773446171733871,1.067456050322111
3,n77,,,
3,n78,1.1032348233098401,0.9635527907815077,0.923873386594795
