horizon,PICP_mean,PICP_median,frac_within_0.05
1,0.9038169622912949,0.9088227406811478,0.9649122807017544
3,0.9089278251270033,0.9122197037396507,0.8771929824561403
7,0.9104358500533047,0.9183058677843399,0.8596491228070176
