model,horizon,site_id,rmse,mae,bias,n
DampedPriorOnly,1,02336300,1.1122901439388386,0.8350665179961319,-0.009241265550665899,1090
DampedPriorOnly,1,02336728,0.8059388176289191,0.6055458332536408,-0.2771180377028505,1085
DampedPriorOnly,1,02397000,0.6320155900017969,0.4899696549948524,-0.022790594136013705,1088
DampedPriorOnly,1,02455980,0.9784108182985676,0.717194469172426,-0.02709907310333397,1051
DampedPriorOnly,1,02458450,0.9871112718615602,0.7394299140007096,-0.03884610640248719,1091
DampedPriorOnly,1,02474560,0.780250638786233,0.6062447280514964,-0.00306247237857095,1086
DampedPriorOnly,1,03007800,1.0285713701892631,0.7871034969083053,-0.0336019446046915,1087
DampedPriorOnly,1,03034000,1.1005711444452597,0.8612737570625713,-0.06087416334183149,1060
DampedPriorOnly,1,03036000,0.49900398137017166,0.3470927319378075,-0.03172306874913679,1079
DampedPriorOnly,1,03047000,0.617495851010071,0.4332101506104163,-0.018242208755344425,1090
DampedPriorOnly,1,03077500,0.23720200823390497,0.16694577154703438,0.011505041969940066,1024
DampedPriorOnly,1,03105500,0.9715498772429042,0.7383701506158264,-0.0728356819565564,1086
DampedPriorOnly,1,03106000,1.0850985452028048,0.8395226952386349,-0.044508132904653476,1041
DampedPriorOnly,1,03301900,1.156585376576227,0.8718022182025713,-0.07348430979899252,1068
DampedPriorOnly,1,03353200,1.1910193225706152,0.9238262394476137,-0.07786848816850535,1073
DampedPriorOnly,1,03456991,0.9675275277567421,0.7427055636488296,-0.05672245703035742,1077
DampedPriorOnly,1,04027000,0.9574089010711297,0.6287391796449382,-0.06410986451512425,1061
DampedPriorOnly,1,04043238,0.926204160678976,0.6777566702524674,-0.06798294279638206,1081
DampedPriorOnly,1,04043244,0.9157555734417753,0.6929517917520782,-0.03214238472592468,1083
DampedPriorOnly,1,04067500,0.605970077473666,0.41811433993778857,-0.02483366327914631,1050
DampedPriorOnly,1,04077630,0.8764187208519734,0.582794579804021,0.007216719667775423,1094
DampedPriorOnly,1,04124200,0.20695470629793447,0.15065472706770286,-0.005121949173155285,1092
DampedPriorOnly,1,04125460,0.7359084718050469,0.578697156930758,-0.04297736562152211,1089
DampedPriorOnly,1,04137005,0.3695113594024546,0.27055079523409103,-0.012468561325239326,1091
DampedPriorOnly,1,04176500,0.6537447535417038,0.48497321699830986,-0.03718041881869428,1087
DampedPriorOnly,1,04208000,0.962478874676127,0.7474194320635154,-0.06405033933428618,1040
DampedPriorOnly,1,05054000,0.41455005140169043,0.27041169902436685,-0.013418701702092046,1076
DampedPriorOnly,1,05057000,0.7779405246819069,0.5103610859063705,-0.011616435399936467,1067
DampedPriorOnly,1,05289800,0.8424269130838689,0.6108846627427801,-0.015242256282953694,887
DampedPriorOnly,1,05331833,0.9301859362476786,0.6996415545681274,-0.006826288619162711,1042
DampedPriorOnly,1,05370000,0.4467531200350556,0.3132595642786524,-0.010494644274742204,1091
DampedPriorOnly,1,05382255,0.6965658864080194,0.5299770855693865,-0.008682787452417491,1094
DampedPriorOnly,1,05382257,1.3471896882535215,0.9727175975175497,-0.14426388114278768,1085
DampedPriorOnly,1,05406457,0.7764128869428562,0.5925538788837601,-0.023441938990091223,996
DampedPriorOnly,1,05458300,0.9239533900070863,0.6621555322076673,-0.0698053945736182,1060
DampedPriorOnly,1,05517000,0.9506731943277678,0.7403372493981157,-0.09154920014799649,1094
DampedPriorOnly,1,06036805,0.9050931975280739,0.7069637682818143,-0.01828250950023081,1091
DampedPriorOnly,1,06036905,1.0545068346053441,0.8090796032596985,-0.0479108278232693,1094
DampedPriorOnly,1,06036940,1.1910774419580958,0.8910731230026636,0.3375255939288017,1092
DampedPriorOnly,1,06041000,0.5241854534851869,0.3497984112846695,0.0017506816401714233,1066
DampedPriorOnly,1,06623800,0.5929629128924014,0.360149869135883,0.00942571392924701,925
DampedPriorOnly,1,06894000,0.8872087140002263,0.6720027409271517,-0.037273866416358235,1072
DampedPriorOnly,1,06934500,0.4700198534285827,0.36631979028932676,-0.0028603834340510535,887
DampedPriorOnly,1,07106000,1.1967968178194566,0.8972174699135523,-0.04377347647511799,896
DampedPriorOnly,1,07178200,0.8495885298082042,0.6389700278912473,-0.00492189434809115,929
DampedPriorOnly,1,07194880,0.8392544200683849,0.6396384884817687,-0.052533493742952034,517
DampedPriorOnly,1,07332622,1.2079006328560842,0.8753126623164141,-0.0032051902408616146,878
DampedPriorOnly,1,08048000,0.7935379895909308,0.5806931764939252,-0.04357235179227941,850
DampedPriorOnly,1,08052700,1.449408332155829,1.0779471245177648,-0.07723110751809578,789
DampedPriorOnly,1,08065350,0.669278387676699,0.5034210426000488,-0.027370676153460834,913
DampedPriorOnly,1,08070200,0.8660710342298882,0.6475802662259057,-0.03252847989400228,1050
DampedPriorOnly,1,08123850,1.2421806303720193,0.9696236660769586,-0.029254351010378522,767
DampedPriorOnly,1,09136100,0.7986755642031866,0.6114758114006347,-0.04313638326741885,1089
DampedPriorOnly,1,09144250,0.6707739907069289,0.5208282981736537,-0.024382595791594013,1092
DampedPriorOnly,1,09149500,0.7851414921243475,0.5900699513703858,-0.026910639196034977,1094
DampedPriorOnly,1,09163500,0.55902258604024,0.4265105732436968,-0.02207122557482408,1094
DampedPriorOnly,1,09180000,0.7565951339139676,0.5675713760179247,-0.03459843826476655,1089
DampedPriorOnly,1,09261000,0.6433457333141811,0.4733164885282483,-0.002127905308290172,1032
DampedPriorOnly,1,09302000,0.6880480687741437,0.48249912359533886,0.010574161649273632,1074
DampedPriorOnly,1,09380000,0.3051687692558927,0.21285181295325312,-0.06855274651851244,1069
DampedPriorOnly,1,10129900,0.6796460599712076,0.4675413416663953,-0.004742803626787264,1076
DampedPriorOnly,1,10301500,0.9403814261172502,0.6894181397374116,0.012010660029434402,1074
DampedPriorOnly,1,10351600,0.748177016875707,0.5701278678216952,0.03120788847659267,1062
DampedPriorOnly,1,11262900,0.8459723091664465,0.6365496341664802,-0.015506925278983456,659
DampedPriorOnly,1,11467000,0.47205904039987645,0.3727894966955377,-0.02778697885586531,1094
DampedPriorOnly,1,11507500,0.6323855426560443,0.4797914751296288,-0.016051175212402447,1094
DampedPriorOnly,1,12056500,0.3726127469511747,0.28463640059122314,-0.012081097062220632,1069
DampedPriorOnly,1,12115000,0.3158725382541081,0.2342788496200314,-0.015252585314954159,1017
DampedPriorOnly,1,12117600,0.39098800730476274,0.30446737231022697,-0.034052707813339654,1094
DampedPriorOnly,1,12210700,0.6432183625059493,0.5026597304692225,-0.039892429268008456,983
DampedPriorOnly,1,12212050,0.5773704838183022,0.4314024845962018,-0.025334529845049726,979
DampedPriorOnly,1,12213100,0.7319660647159373,0.5615714173424027,-0.06039938025040539,1041
DampedPriorOnly,1,12363000,0.4768576256486948,0.3554186804826851,-0.01932611170394177,1056
DampedPriorOnly,1,12398600,0.2610424146751463,0.18428412326554522,-0.007706131181318899,1061
DampedPriorOnly,1,13018350,0.8143798453749456,0.5701940091973391,-0.00344947036523756,1067
DampedPriorOnly,1,13154500,0.3025887362513238,0.23411059292404482,-0.019423869671725703,1094
DampedPriorOnly,1,13317660,0.276069683506551,0.20847535798057124,-0.0015429067655280914,1094
DampedPriorOnly,1,13342500,0.4859841228940054,0.36622269884759806,-0.03344185898247323,1094
DampedPriorOnly,1,14091500,0.41502158509919557,0.3294139747427848,-0.029614725975929273,1094
DampedPriorOnly,1,14150800,0.7339946910300927,0.5776457756049455,-0.03921058605096458,1094
DampedPriorOnly,1,14151000,0.5489709427097824,0.32413285554066396,-0.012964303984557593,1073
DampedPriorOnly,1,14152000,0.35762680591701496,0.27459858188699016,-0.01500108914497571,1092
DampedPriorOnly,1,14153500,0.2556389590750665,0.18044062389633714,-0.006625585134516764,1086
DampedPriorOnly,1,14154500,0.6801483368257186,0.5251830048907011,-0.04113428783154028,1089
DampedPriorOnly,1,14159500,0.3216323076423145,0.20582094126582695,-0.02108822198507423,1085
DampedPriorOnly,1,14161500,0.46562489913976873,0.35856704311265764,0.022297787929041,1089
DampedPriorOnly,1,14179000,0.5411779619257322,0.4082950564205344,-0.06774138920198237,985
DampedPriorOnly,1,14185000,0.6098414660247259,0.4710618973941338,-0.025400507043047648,1025
DampedPriorOnly,1,14210000,0.33084833443528344,0.2335728203110835,-0.02093181079801391,1088
DampedPriorOnly,1,14211499,0.7799453830852375,0.595096623878343,-0.035801950670627816,1086
DampedPriorOnly,1,14211500,0.8144691624116873,0.6307159901449555,-0.04476923585162127,1064
DampedPriorOnly,1,14320934,0.5932177282917483,0.45247257851624556,-0.06399263512125254,1077
DampedPriorOnly,1,255534081324000,0.9746684554578747,0.7299430557851041,-0.053956115736943505,1068
DampedPriorOnly,3,01073319,1.6954784926526374,1.2208810196759534,-0.07676073924794839,964
DampedPriorOnly,3,01104415,1.6189239392214319,1.2756741775650726,-0.4026853645788996,950
DampedPriorOnly,3,01104455,1.5862934791088408,1.150309422686431,-0.11802731346546684,843
DampedPriorOnly,3,01104475,1.5903798193083025,1.2725675622144306,-0.3958210742219965,1081
DampedPriorOnly,3,01129500,1.5294140908871912,1.097197978961315,-0.19692696242152088,1092
DampedPriorOnly,3,01400500,1.8970121341087114,1.4851373976593867,-0.16971003165107748,955
DampedPriorOnly,3,01408029,1.9367432963134772,1.530222166750151,-0.31005349468138227,877
DampedPriorOnly,3,01425000,0.7178773168822858,0.47437378946044634,-0.02888659266798709,1065
DampedPriorOnly,3,01426500,1.244729776030044,0.9570517968668021,0.05552756065426326,926
DampedPriorOnly,3,01427207,1.6599527734837038,1.2706181442835063,-0.038063505354607216,1070
DampedPriorOnly,3,01428500,1.7305569885359924,1.3246433077173356,-0.02064447490203311,1059
DampedPriorOnly,3,01463500,1.5019591755655155,1.2015726353172387,-0.04881027160543148,1070
DampedPriorOnly,3,01480617,1.817077039409903,1.4401513095807146,-0.2367107426126798,1080
DampedPriorOnly,3,01540500,1.3866012576157658,1.084558526855184,-0.12264746933658875,923
DampedPriorOnly,3,01542500,1.7910236294588362,1.4073930844981595,0.11245775730274346,1082
DampedPriorOnly,3,01549700,1.893338393037286,1.4696125167731173,-0.12861864931172107,1075
DampedPriorOnly,3,02110701,1.9471886718943339,1.4923444126715746,-0.15322879984362875,1047
DampedPriorOnly,3,02176930,1.8070114880411794,1.3974113605973375,-0.2804909721016884,1048
DampedPriorOnly,3,02266300,1.6102342876183013,1.2342125515769717,-0.31338728159831936,1078
DampedPriorOnly,3,02330450,1.6383678902789998,1.2307991166308607,-0.19994305026328407,1058
DampedPriorOnly,3,02334430,0.36215493002020194,0.2936405489296267,-0.2458824709658221,1092
DampedPriorOnly,3,02334885,1.8207889881997987,1.3736899023527627,-0.17650765005922142,1092
DampedPriorOnly,3,02336120,1.9413369876160602,1.4655684451409057,-0.11251174230231815,1082
DampedPriorOnly,3,02336300,1.997309121845129,1.517145630075128,-0.02794052454648097,1086
DampedPriorOnly,3,02336728,1.5757061465090352,1.1935282203886244,-0.7332353953961973,1080
DampedPriorOnly,3,02397000,1.3122262031871603,1.0319845625974766,-0.05771354545445868,1087
DampedPriorOnly,3,02455980,1.6016430909881667,1.2091526613428227,-0.08138663683864678,1039
DampedPriorOnly,3,02458450,1.6600251223879834,1.276360236984842,-0.10758353638298371,1088
DampedPriorOnly,3,02474560,1.6686421025565026,1.2956128131439857,-0.011228659016367689,1082
DampedPriorOnly,3,03007800,1.9115785116870736,1.4758972124972978,-0.0785091361667885,1082
DampedPriorOnly,3,03034000,2.0156202595609187,1.581533644348383,-0.17672412888286018,1058
DampedPriorOnly,3,03036000,1.0564823014389155,0.7434663592388565,-0.08362227652284353,1074
DampedPriorOnly,3,03047000,1.4222589515863122,1.0134542920517133,-0.05371357645729885,1088
DampedPriorOnly,3,03077500,0.4329552840507972,0.3120162185204743,0.03738677489979812,1019
DampedPriorOnly,3,03105500,1.8813453494459746,1.4388709929728685,-0.20429563686224098,1082
DampedPriorOnly,3,03106000,2.1216027961241597,1.6548654955939697,-0.15833627704235526,1034
DampedPriorOnly,3,03301900,1.912289765720191,1.5017391123921942,-0.18590379835072263,1063
DampedPriorOnly,3,03353200,2.1561328447816,1.7133491146230253,-0.19475111164779307,1070
DampedPriorOnly,3,03456991,1.6764509768427054,1.3121511540310309,-0.14626927828543426,1069
DampedPriorOnly,3,04027000,1.7972561664000108,1.2107426420497431,-0.16722434275806572,1054
DampedPriorOnly,3,04043238,1.523038787772186,1.1093885815636597,-0.1687880132111918,1076
DampedPriorOnly,3,04043244,1.4606398565623286,1.1018943410915727,-0.08101285360857112,1079
DampedPriorOnly,3,04067500,1.2941679494468818,0.9084698072781665,-0.07382081588439736,1042
DampedPriorOnly,3,04077630,1.6545306367341477,1.1288467814087824,0.019453279633409107,1092
DampedPriorOnly,3,04124200,0.473516447365568,0.3521185895171734,-0.01555728808455511,1090
DampedPriorOnly,3,04125460,1.3795260042533017,1.0850100826145868,-0.11269735398655113,1085
DampedPriorOnly,3,04137005,0.8490237293440003,0.626640440622235,-0.0346259683754076,1088
DampedPriorOnly,3,04176500,1.4471284792041208,1.0965586041372497,-0.10466007738836824,1083
DampedPriorOnly,3,04208000,1.8177852436290378,1.4153198054120544,-0.18033165654694766,1021
DampedPriorOnly,3,05054000,0.9738217242297013,0.6611009213310071,-0.042235173986715,1068
DampedPriorOnly,3,05057000,1.6039222927914722,1.0732751130996792,-0.0327108582995197,1062
DampedPriorOnly,3,05289800,1.5970930636001035,1.184362377131084,-0.06154789964565153,861
DampedPriorOnly,3,05331833,1.5478205955725641,1.1679087508419381,-0.01372898396688227,1034
DampedPriorOnly,3,05370000,0.8918542199583281,0.6365137986071846,-0.028048146242166266,1088
DampedPriorOnly,3,05382255,1.1875986326617598,0.9134584800050263,-0.021249795741923563,1092
DampedPriorOnly,3,05382257,1.8204547536419422,1.3534413352470962,-0.3279167571261718,1082
DampedPriorOnly,3,05406457,1.137408045773296,0.8917129061593165,-0.07210088091488408,983
DampedPriorOnly,3,05458300,1.9144530494940482,1.3861475928447076,-0.21198640318498724,1050
DampedPriorOnly,3,05517000,1.8962859022638396,1.5083389889871899,-0.24411452786771806,1092
DampedPriorOnly,3,06036805,1.4184425143630277,1.1290092606590514,-0.04476096544086056,1088
DampedPriorOnly,3,06036905,1.7234531192323148,1.3754669414771783,-0.11647120412889418,1092
DampedPriorOnly,3,06036940,1.860931409629656,1.4293827599341715,0.780066959136123,1090
DampedPriorOnly,3,06041000,1.1488828968142368,0.7655153474484669,-0.006418283968966901,1059
DampedPriorOnly,3,06623800,0.8309683183470775,0.5318426321804747,0.02819225725277489,920
DampedPriorOnly,3,06894000,1.8005053101577455,1.4183185876424151,-0.09935972609914336,1064
DampedPriorOnly,3,06934500,1.0918232968835746,0.8664678585525878,-0.016400372894066904,864
DampedPriorOnly,3,07106000,1.7651797417827142,1.3508202829602547,-0.1246540539964655,866
DampedPriorOnly,3,07178200,1.6322200062338104,1.2851169665961175,-0.0026794350659834114,907
DampedPriorOnly,3,07194880,1.2918824238031117,1.0067581647088422,-0.13069476579364978,513
DampedPriorOnly,3,07332622,2.129647257142802,1.5758050208577532,0.002232397334768593,865
DampedPriorOnly,3,08048000,1.5722435022618015,1.1672693384699075,-0.11764879399035351,830
DampedPriorOnly,3,08052700,2.5115664472376986,1.9075515431892967,-0.21129758505827553,754
DampedPriorOnly,3,08065350,1.5335192165676235,1.158816722825269,-0.07953694695088274,898
DampedPriorOnly,3,08070200,1.784154873555499,1.351002164838859,-0.07330694584860291,1037
DampedPriorOnly,3,08123850,2.204525070881887,1.7177538827496435,-0.051637077205060965,754
DampedPriorOnly,3,09136100,1.2938843231431891,1.02494495712255,-0.11447854200678487,1085
DampedPriorOnly,3,09144250,1.190114672728105,0.9452479521547436,-0.06781491386370922,1090
DampedPriorOnly,3,09149500,1.2391630251160848,0.9731444057090816,-0.06805421062659868,1092
DampedPriorOnly,3,09163500,1.1738395888675162,0.9028534979432405,-0.06280324466811363,1092
DampedPriorOnly,3,09180000,1.4257835127332987,1.11395595848192,-0.0961507961753641,1086
DampedPriorOnly,3,09261000,1.3447750596315056,1.0064349243628363,-0.008557082009902324,1023
DampedPriorOnly,3,09302000,1.3080342869538721,0.9558468462219911,0.027043614288269235,1068
DampedPriorOnly,3,09380000,0.5736015600701521,0.42698168754577637,-0.1969544663885521,1066
DampedPriorOnly,3,10129900,1.184217075590911,0.8503294229284833,-0.01260875052764636,1071
DampedPriorOnly,3,10301500,1.6567314556079311,1.2660671537410026,0.02896193765788767,1066
DampedPriorOnly,3,10351600,1.4996607553298154,1.1811829811039987,0.08390900175381069,1052
DampedPriorOnly,3,11262900,1.5170968696308436,1.1764661534432252,-0.028829856884260117,652
DampedPriorOnly,3,11467000,0.9944926837513615,0.7827531509783678,-0.07510169041462433,1092
DampedPriorOnly,3,11507500,1.3884915427470383,1.057015959282607,-0.044337105278894576,1092
DampedPriorOnly,3,12056500,0.6394661830554534,0.49551291365019035,-0.035864749312960485,1065
DampedPriorOnly,3,12115000,0.5544758742396337,0.42294305592568177,-0.04174221887844203,1007
DampedPriorOnly,3,12117600,0.6795724720792141,0.5369573953824166,-0.09346985118293064,1092
DampedPriorOnly,3,12210700,1.084795940697686,0.8581506153327849,-0.10646047141892218,967
DampedPriorOnly,3,12212050,1.085468303911699,0.799293473269984,-0.058832212879851055,962
DampedPriorOnly,3,12213100,1.2601366273763235,0.9927806614707875,-0.1537297048832664,1023
DampedPriorOnly,3,12363000,0.842933622539641,0.6387052235167998,-0.06549322247054065,1057
DampedPriorOnly,3,12398600,0.6262896202062368,0.4597087087533215,-0.017587271355580362,1050
DampedPriorOnly,3,13018350,1.411248243914806,1.0313501772755513,-0.009654600870631712,1063
DampedPriorOnly,3,13154500,0.6853012276951288,0.5317604367112939,-0.05459171337085766,1092
DampedPriorOnly,3,13317660,0.5881789355812069,0.4534148838057186,-0.004370787641504309,1092
DampedPriorOnly,3,13342500,0.9161355892142261,0.6971446434547613,-0.08998203086547363,1092
DampedPriorOnly,3,14091500,0.6125934300162852,0.4762933496590499,-0.06902194306963966,1092
DampedPriorOnly,3,14150800,1.3858868945671718,1.0738405884403885,-0.10683442210103129,1092
DampedPriorOnly,3,14151000,1.1839078923655597,0.7421353284577678,-0.0348637632857588,1064
DampedPriorOnly,3,14152000,0.6872062123217698,0.527329669304944,-0.0424828507484646,1090
DampedPriorOnly,3,14153500,0.5871498570807795,0.4127942581494062,-0.017567093403193956,1082
DampedPriorOnly,3,14154500,1.3762944340860805,1.0526070264382477,-0.11041008185725625,1086
DampedPriorOnly,3,14159500,0.5935940628834439,0.4034961022712566,-0.056368313674573546,1080
DampedPriorOnly,3,14161500,0.8766898024985159,0.661844852769792,0.06269270620732456,1086
DampedPriorOnly,3,14179000,0.945008469273211,0.7260882316863086,-0.18488893001145312,979
DampedPriorOnly,3,14185000,1.1861995809487293,0.9066151474220111,-0.06569176924017886,1018
DampedPriorOnly,3,14210000,0.7399111861012587,0.5391747233617371,-0.057485278140115476,1086
DampedPriorOnly,3,14211499,1.441844649692279,1.0953377411595775,-0.09908491041160114,1082
DampedPriorOnly,3,14211500,1.5754866940396595,1.1956534142721267,-0.10918884981246221,1050
DampedPriorOnly,3,14320934,1.1520319030800195,0.8887734059192219,-0.17166334195853838,1071
DampedPriorOnly,3,255534081324000,1.8423274530168847,1.42398939591967,-0.13961087047659754,1059
DampedPriorOnly,7,01073319,1.9502009088528716,1.4198154778892382,-0.15898175872969725,954
DampedPriorOnly,7,01104415,1.7148016525836747,1.3309602644433356,-0.64475548626008,939
DampedPriorOnly,7,01104455,1.788127213809465,1.3076373125978573,-0.24887870314592372,835
DampedPriorOnly,7,01104475,1.7982501718428734,1.4061381860071842,-0.6735327315817978,1076
DampedPriorOnly,7,01129500,1.7296506186217053,1.1950506143768829,-0.3650344294217254,1088
DampedPriorOnly,7,01400500,2.191835233309784,1.6920949032905848,-0.30954340124549734,952
DampedPriorOnly,7,01408029,2.064191352011448,1.6028787575174714,-0.5851414545534928,856
DampedPriorOnly,7,01425000,0.9295271278650752,0.6178516482539249,-0.06515615060925484,1056
DampedPriorOnly,7,01426500,1.421571708859245,1.0940636104661605,0.08607923701666377,914
DampedPriorOnly,7,01427207,1.9220852108572124,1.4714667452385375,-0.061871453643069445,1063
DampedPriorOnly,7,01428500,2.1841595149121797,1.6632341905382146,-0.03311864794205443,1054
DampedPriorOnly,7,01463500,1.9291789363828336,1.523465586577151,-0.12410350989290775,1062
DampedPriorOnly,7,01480617,1.9777178185827857,1.539915592420057,-0.3926176879153376,1076
DampedPriorOnly,7,01540500,1.9041409707733707,1.4905845670992535,-0.2280263610012445,911
DampedPriorOnly,7,01542500,2.11716495034359,1.6429761145574928,0.22613903957527953,1078
DampedPriorOnly,7,01549700,2.2634441796732383,1.7564219074526084,-0.26870071011759367,1068
DampedPriorOnly,7,02110701,2.2268532973155866,1.7182505983740752,-0.29798523232470137,1037
DampedPriorOnly,7,02176930,2.02908091347603,1.556119951663109,-0.5326986025732298,1040
DampedPriorOnly,7,02266300,1.8786291255544676,1.4492021496616192,-0.5786735940335402,1072
DampedPriorOnly,7,02330450,1.8203129617721079,1.3559133807250432,-0.35346342399006797,1050
DampedPriorOnly,7,02334430,0.6094263863405908,0.5407102414790321,-0.5183966431547614,1088
DampedPriorOnly,7,02334885,2.1011299231432035,1.5757298874942696,-0.35038672628648143,1088
DampedPriorOnly,7,02336120,2.17580612738496,1.6317916325396962,-0.2046096525258488,1080
DampedPriorOnly,7,02336300,2.253682239283999,1.7227070802020499,-0.06602839588457908,1082
DampedPriorOnly,7,02336728,2.3250434666338182,1.7839868361178828,-1.3280228823977331,1076
DampedPriorOnly,7,02397000,1.6512573423186456,1.2907836825041146,-0.11704649590300104,1082
DampedPriorOnly,7,02455980,1.7723548578369548,1.3108487143113383,-0.14798711919460167,1029
DampedPriorOnly,7,02458450,1.8998197835118362,1.418877128745357,-0.20057364979353337,1084
DampedPriorOnly,7,02474560,2.321535479265159,1.7656101583324553,-0.03642173519347633,1074
DampedPriorOnly,7,03007800,2.1861544276371236,1.701388890579527,-0.13363753622456095,1078
DampedPriorOnly,7,03034000,2.2686280010508595,1.790500635730078,-0.3665241731906865,1054
DampedPriorOnly,7,03036000,1.5085940951575822,1.0917480372519137,-0.1689203497266101,1070
DampedPriorOnly,7,03047000,1.9849489749572917,1.471159792797906,-0.10024100385503286,1085
DampedPriorOnly,7,03077500,0.621518638915974,0.4705267825929245,0.08152804138636825,1010
DampedPriorOnly,7,03105500,2.192676608254046,1.6659122205897474,-0.40920652261138624,1078
DampedPriorOnly,7,03106000,2.4465288656960085,1.916268825145003,-0.29484386554940123,1023
DampedPriorOnly,7,03301900,2.1254909148686525,1.6488558001145368,-0.342286116675743,1055
DampedPriorOnly,7,03353200,2.4012828182478194,1.9100768703890452,-0.3724340450710584,1066
DampedPriorOnly,7,03456991,1.9337604618779607,1.5271111547384622,-0.27418723280699747,1060
DampedPriorOnly,7,04027000,2.116484494307629,1.4272212006764107,-0.32455134979153893,1047
DampedPriorOnly,7,04043238,1.7576481149095664,1.2574054056536805,-0.2859226633506774,1071
DampedPriorOnly,7,04043244,1.6724304946015405,1.2500411988862978,-0.13558838119248603,1071
DampedPriorOnly,7,04067500,1.8571845363390107,1.2869937289080116,-0.14989457058251798,1028
DampedPriorOnly,7,04077630,1.983216388847265,1.3932334102853607,0.032434642871896145,1088
DampedPriorOnly,7,04124200,0.8642652442941551,0.6521451200459764,-0.03319562299255947,1086
DampedPriorOnly,7,04125460,1.6082394602898236,1.2511020990019595,-0.2051971229552119,1080
DampedPriorOnly,7,04137005,1.4087113688104609,1.043024808072186,-0.07024303349456663,1084
DampedPriorOnly,7,04176500,2.0635773792101353,1.5913450441971537,-0.21273921929848855,1076
DampedPriorOnly,7,04208000,2.1028106531990765,1.6367796926448743,-0.32143598797893713,1008
DampedPriorOnly,7,05054000,1.6057897367846623,1.1276962617794712,-0.09228882480976698,1058
DampedPriorOnly,7,05057000,2.0713425135466514,1.439749646140329,-0.0681072604901577,1052
DampedPriorOnly,7,05289800,2.076001509685103,1.5541471056518417,-0.1575615201387476,832
DampedPriorOnly,7,05331833,1.7901665960913498,1.3519690200730197,-0.028518626914740542,1022
DampedPriorOnly,7,05370000,1.2849618981736688,0.9096643640436369,-0.05918882457312623,1084
DampedPriorOnly,7,05382255,1.4367135339285588,1.117424877189264,-0.03899629529812099,1088
DampedPriorOnly,7,05382257,1.9131220584606334,1.4480214540281633,-0.49542770259676705,1078
DampedPriorOnly,7,05406457,1.302990874171244,1.0120565864256554,-0.11392293433082337,971
DampedPriorOnly,7,05458300,2.4246067179417503,1.7608186660622367,-0.4447052540337314,1038
DampedPriorOnly,7,05517000,2.2893613904203622,1.8190970110898728,-0.4573174606433467,1088
DampedPriorOnly,7,06036805,1.5700724607991126,1.2734825472825129,-0.06821326683258218,1084
DampedPriorOnly,7,06036905,1.9060749969528392,1.5482240319252014,-0.18543639077859767,1088
DampedPriorOnly,7,06036940,2.2330059958095396,1.7289743414680383,1.1714101030901212,1086
DampedPriorOnly,7,06041000,1.6263038189529888,1.1457302358255468,-0.022231616799465635,1056
DampedPriorOnly,7,06623800,0.9214317844014738,0.605210955254542,0.0556501092379429,912
DampedPriorOnly,7,06894000,2.2765519985289204,1.7951444650497093,-0.19300205307742166,1057
DampedPriorOnly,7,06934500,1.7154083205835113,1.3603041294341287,-0.06271718489449649,840
DampedPriorOnly,7,07106000,1.832369242550246,1.4157190616750182,-0.21230766444656804,844
DampedPriorOnly,7,07178200,2.131096731539167,1.6621778427152858,0.016334249284473006,893
DampedPriorOnly,7,07194880,1.421633676657416,1.083597741268649,-0.19159017222942692,505
DampedPriorOnly,7,07332622,2.5027528944798125,1.905689146554203,-0.01334103058918186,848
DampedPriorOnly,7,08048000,2.0594855954233315,1.552280267278602,-0.2865632633691437,799
DampedPriorOnly,7,08052700,2.830418748172017,2.122677930144836,-0.42361539590131975,736
DampedPriorOnly,7,08065350,2.2939549958171046,1.7178585270176763,-0.14304066168088936,874
DampedPriorOnly,7,08070200,2.333834736692693,1.7309230588079079,-0.12366446455126263,1027
DampedPriorOnly,7,08123850,2.513089419213404,1.8941626496866446,-0.03229008175077892,735
DampedPriorOnly,7,09136100,1.5163640418831044,1.2132503018404046,-0.2137218858287842,1080
DampedPriorOnly,7,09144250,1.3809641782904298,1.1290014568599658,-0.13159814765796915,1086
DampedPriorOnly,7,09149500,1.3489751098134382,1.0748825437279748,-0.11771478610770668,1088
DampedPriorOnly,7,09163500,1.4902670644019527,1.1961537784235963,-0.1350917236191248,1088
DampedPriorOnly,7,09180000,1.706302891582144,1.3624400906600471,-0.19565135459441438,1082
DampedPriorOnly,7,09261000,1.6849871976622772,1.282146554506125,-0.02383065733802528,1011
DampedPriorOnly,7,09302000,1.636226485794709,1.274209413338312,0.05737324974077912,1060
DampedPriorOnly,7,09380000,0.8995064669870025,0.6816269348840722,-0.45085307459503776,1063
DampedPriorOnly,7,10129900,1.3554775140235529,1.0280122915605796,-0.0424159676981732,1067
DampedPriorOnly,7,10301500,1.9416635543879612,1.5484360693760637,0.026416185779391595,1060
DampedPriorOnly,7,10351600,1.7991248432271643,1.4462380300032598,0.1606568679745195,1037
DampedPriorOnly,7,11262900,1.6556291265978353,1.31288573530562,-0.05391388176759331,643
DampedPriorOnly,7,11467000,1.2913727799017154,1.0349642191739643,-0.14326308974448373,1088
DampedPriorOnly,7,11507500,1.909587204597886,1.4529989787021322,-0.0906026138622752,1088
DampedPriorOnly,7,12056500,0.8057160678933313,0.631731163474221,-0.07308849999672304,1057
DampedPriorOnly,7,12115000,0.702936282011982,0.5282650586935634,-0.08263851884154812,991
DampedPriorOnly,7,12117600,0.8591801303319905,0.670603171648348,-0.18112342169179635,1088
