model,horizon,site_id,rmse,mae,bias,n
Climatology,1,02474560,2.56265786816123,2.0140737931811787,-0.07813262961406954,1086
Climatology,1,03007800,2.2522052020238825,1.804454820814929,-0.25937238434996207,1087
Climatology,1,03034000,2.3096779214803713,1.870796504117689,-0.6602567713145377,1060
Climatology,1,03036000,1.6822773624697982,1.3445280920558775,-0.6174963947050653,1079
Climatology,1,03047000,1.896062937531597,1.4334726203198827,-0.3473945000029485,1090
Climatology,1,03077500,1.4026719151243872,1.1633339740801603,0.9194882868323475,1024
Climatology,1,03105500,2.3642379737721146,1.7957037027314662,-0.8741743326681095,1086
Climatology,1,03106000,2.3969671765787575,1.8781210769694316,-0.5049062278640603,1041
Climatology,1,03301900,2.2629103483024724,1.7495555020729254,-0.49631866084390813,1068
Climatology,1,03353200,2.3807713005662188,1.8832721097146587,-0.6797205974996257,1073
Climatology,1,03456991,2.011784404825974,1.5914663784793934,-0.4951718206635867,1077
Climatology,1,04027000,2.1954700323298084,1.491043773711932,-0.6142261575694717,1061
Climatology,1,04043238,1.7799895244282928,1.2566223383556352,-0.40071453243687016,1081
Climatology,1,04043244,1.685467345937081,1.2432414885689458,-0.18234903460311758,1083
Climatology,1,04067500,1.7854000645778556,1.2064618609721462,-0.5035515808899488,1050
Climatology,1,04077630,1.8886844737217052,1.349114310018926,0.07940572783754461,1094
Climatology,1,04124200,1.1116942161332106,0.8624566012358927,-0.24323966657067395,1092
Climatology,1,04125460,1.5879941752658928,1.2160819466914246,-0.33851890599815204,1089
Climatology,1,04137005,1.4612294736826197,1.0758737494621007,-0.2814233852541851,1091
Climatology,1,04176500,1.9805292995455432,1.5122597855417248,-0.5894575148491873,1087
Climatology,1,04208000,2.1300036863133243,1.6368590359790967,-0.5436284672468901,1040
Climatology,1,05054000,2.0238535816460983,1.3961645117928412,-0.4370851871095767,1076
Climatology,1,05057000,2.193056244439323,1.4579300753178834,-0.20554086429387944,1067
Climatology,1,05289800,2.1176064784935384,1.5914546432860275,-0.2885125003539324,887
Climatology,1,05331833,1.8397496151011334,1.3665704190545143,-0.023961476431069127,1042
Climatology,1,05370000,1.375703219437014,1.0098874447107533,-0.1870678978486415,1091
Climatology,1,05382255,1.4293259644533893,1.1154385301092098,-0.06825316742988784,1094
Climatology,1,05382257,1.9347927154703084,1.4708496982600832,-0.5843200005693919,1085
Climatology,1,05406457,1.3434293592060895,1.0266856970078495,-0.12279347961686223,996
Climatology,1,05458300,2.375593008761029,1.7460655919572432,-1.0886505740569226,1060
Climatology,1,05517000,2.3252280405038097,1.8253798769340872,-0.7904492018291458,1094
Climatology,1,06036805,1.6822933554957684,1.3522399418349664,-0.11262331784153946,1091
Climatology,1,06036905,2.0083175006251768,1.6360358001980964,-0.24999644725806536,1094
Climatology,1,06036940,2.3644146377818225,1.8405676281059182,1.3387819550412916,1092
Climatology,1,06041000,1.6845573505223033,1.266987355590202,-0.13377189193109634,1066
Climatology,1,06623800,0.9488175706103646,0.6502525425433004,0.09301515322807874,925
Climatology,1,06894000,2.2043573335770534,1.7688400964183149,-0.4721030636565454,1072
Climatology,1,06934500,1.7827465577918271,1.4791802162096628,-0.704680517979445,887
Climatology,1,07106000,1.8491718755729587,1.4434174141164735,-0.174585343313603,896
Climatology,1,07178200,2.3667652427227885,1.7956332079304305,-0.026087546695035806,929
Climatology,1,07194880,1.4709841202341127,1.139496407610305,-0.26507105633645267,517
Climatology,1,07332622,2.541827628497194,1.95999972787866,-0.06958509159352894,878
Climatology,1,08048000,2.1896394336286322,1.7227199627371395,-0.5340194651659798,850
Climatology,1,08052700,2.7874802961345346,2.09539657797197,-0.5624151175088604,789
Climatology,1,08065350,2.3585033999093215,1.7799530387055313,-0.48291470813855675,913
Climatology,1,08070200,2.4557152487672296,1.8440373461587087,-0.37447415896824426,1050
Climatology,1,08123850,2.5106731046761603,1.8661188171615501,-0.03869480508558132,767
Climatology,1,09136100,1.9706178183870262,1.5479740630510315,-0.401004867633348,1089
Climatology,1,09144250,1.8253427314137514,1.4702406455813857,-0.29474497539410877,1092
Climatology,1,09149500,1.4647390650060563,1.1790272400219,-0.17166160059313015,1094
Climatology,1,09163500,1.8295836534958023,1.4519413068372982,-0.4437361580253301,1094
Climatology,1,09180000,2.0764468685983997,1.6482993566843316,-0.41252701173265377,1089
Climatology,1,09261000,1.641183988658715,1.2644689928764177,-0.06781746298324022,1032
Climatology,1,09302000,2.0137526371892878,1.5419391681521688,0.11263102437655687,1074
Climatology,1,09380000,3.7274086787958645,2.7103890435956592,-2.422169607749489,1069
Climatology,1,10129900,1.6090092170737331,1.2963103160095923,-0.06785267458529277,1076
Climatology,1,10301500,2.0736589005974313,1.653919174268259,0.06411821907126038,1074
Climatology,1,10351600,2.0798071236997457,1.6254987201448214,0.27723399674600574,1062
Climatology,1,11262900,1.656523386740651,1.3531884278802482,-0.1455716565816645,659
Climatology,1,11467000,1.4798290520410946,1.1934371940396604,-0.3166454588037522,1094
Climatology,1,11507500,1.9786212244234522,1.5801859598409322,-0.26404471467955676,1094
Climatology,1,12056500,1.0009573497045559,0.7940485149594085,-0.22908183767820095,1069
Climatology,1,12115000,0.8784864923343622,0.6871443846232772,-0.3246017171687198,1017
Climatology,1,12117600,1.0579229587429435,0.8469658562644526,-0.4040034255336364,1094
Climatology,1,12210700,1.3818912953437144,1.0957336069396408,-0.41004555997564734,983
Climatology,1,12212050,1.4783021816551278,1.0988936305533148,-0.24046052896452874,979
Climatology,1,12213100,1.6817888622873614,1.3332175944469276,-0.5173906788201313,1041
Climatology,1,12363000,1.3661676668925413,1.0416771603014432,-0.26429429734972393,1056
Climatology,1,12398600,1.753676497385783,1.3573490935645498,-0.5437425771108446,1061
Climatology,1,13018350,1.572489464382997,1.2343708005430039,-0.026673798738684654,1067
Climatology,1,13154500,1.111573038796429,0.8821188601540909,-0.531345506472823,1094
Climatology,1,13317660,1.139289879550237,0.8900016807768855,-0.047801949424325224,1094
Climatology,1,13342500,1.3678080111951505,1.0097149428000616,-0.3832059104329271,1094
Climatology,1,14091500,0.6521599657186604,0.5173102299081778,-0.12816810237424248,1094
Climatology,1,14150800,1.9643771564363341,1.5609135287771276,-0.43282632548804695,1094
Climatology,1,14151000,2.9548577642206966,2.1254762587765055,-0.7227885652010616,1073
Climatology,1,14152000,1.4734535289564603,1.2027077600632832,-0.42868333902114475,1092
Climatology,1,14153500,2.3585406333213164,1.6308728399417238,-0.4458425257965566,1086
Climatology,1,14154500,2.290531404556507,1.7803859302382385,-0.5886136367848644,1089
Climatology,1,14159500,1.297072680534396,1.034504775078066,-0.45671664141290197,1085
Climatology,1,14161500,1.4004801055787932,1.107391088024206,0.3895406200866069,1089
Climatology,1,14179000,1.5128022071946998,1.1904285340744831,-0.8001979351648825,985
Climatology,1,14185000,1.6912806046423727,1.3190275048046578,-0.37152686654067624,1025
Climatology,1,14210000,1.5516362989081771,1.2391348711269743,-0.6676540530341513,1088
Climatology,1,14211499,1.7990112263425801,1.3883072599000255,-0.32945400025030086,1086
Climatology,1,14211500,2.007386752377066,1.5454163822464477,-0.4041999818238997,1064
Climatology,1,14320934,1.9002925348095723,1.524111926168231,-0.68274749066947,1077
Climatology,1,255534081324000,1.9295910875625228,1.5081961440682858,-0.45317883527234254,1068
Climatology,3,01073319,1.901964415328461,1.4478961691797492,-0.29899362834649645,964
Climatology,3,01104415,1.7744121133086468,1.3783590350339288,-0.7880090755224228,950
Climatology,3,01104455,2.0042046834311473,1.5705682394201927,-0.5786856985601242,843
Climatology,3,01104475,1.9920891694982505,1.573196468145951,-0.9112677378967666,1081
Climatology,3,01129500,1.7757986576505014,1.2024206659804284,-0.6104807393212518,1092
Climatology,3,01400500,2.2254151490460137,1.7335581823949415,-0.6487691505261116,955
Climatology,3,01408029,2.1074023753553326,1.6357102215867765,-0.8142980598295564,877
Climatology,3,01425000,1.3997734828256296,1.0260266576014774,-0.17732589983604324,1065
Climatology,3,01426500,1.6104876293248342,1.2427397031119782,0.15427799892991975,926
Climatology,3,01427207,1.8806341382066332,1.494758610963543,-0.09359246927583328,1070
Climatology,3,01428500,2.1186807009761104,1.6668285860119842,-0.04233984531688735,1059
Climatology,3,01463500,1.8929305212151106,1.501816391325164,-0.35733899552827686,1070
Climatology,3,01480617,2.0643231425394712,1.6006117766102155,-0.5974799564039266,1080
Climatology,3,01540500,1.9365943682239777,1.5217149527511384,-0.6142012207715379,923
Climatology,3,01542500,2.156282057792477,1.7114622086947595,0.43461391431677143,1082
Climatology,3,01549700,2.293080943203024,1.8140065983422966,-0.505395463275355,1075
Climatology,3,02110701,2.279244176838601,1.7335560938918033,-0.500615532099916,1047
Climatology,3,02176930,2.1486423853168155,1.6610298330205997,-0.9105761760405002,1048
Climatology,3,02266300,2.051326161515918,1.59549043351069,-0.8741533734139352,1078
Climatology,3,02330450,1.8884164364137592,1.3943880303482927,-0.5341679134418473,1058
Climatology,3,02334430,1.7341181102307364,1.6480148633321126,-1.6418753840547777,1092
Climatology,3,02334885,2.142332575176156,1.5461187024256249,-0.659731931083805,1092
Climatology,3,02336120,2.240307739820722,1.625737227100101,-0.35021866552270053,1082
Climatology,3,02336300,2.30420446342502,1.729163713327868,-0.11417957531154485,1086
Climatology,3,02336728,3.30230213796733,2.5574193707218877,-2.098682082140887,1080
Climatology,3,02397000,1.6680528102263943,1.273207342942702,-0.321985833010985,1087
Climatology,3,02455980,1.8135077213424267,1.3427250552796997,-0.20309676334649124,1039
Climatology,3,02458450,2.007491745418115,1.4972361698746681,-0.29459959049435225,1088
Climatology,3,02474560,2.5648654389869345,2.0156305023570598,-0.07413285342690684,1082
Climatology,3,03007800,2.2534602161397506,1.8052170339648141,-0.25216967438290827,1082
Climatology,3,03034000,2.31223999568103,1.8705060750260132,-0.6537220214329843,1058
Climatology,3,03036000,1.6838856372120778,1.3452013849074391,-0.6129666324462083,1074
Climatology,3,03047000,1.89762297164656,1.4340988017125602,-0.3444114861297695,1088
Climatology,3,03077500,1.4073815173777766,1.1672965930418364,0.9265238192879299,1019
Climatology,3,03105500,2.3696396013303507,1.8019556539226151,-0.8786161115010873,1082
Climatology,3,03106000,2.3951177629563603,1.8786519734365452,-0.5060704124864458,1034
Climatology,3,03301900,2.256122270984645,1.742496304347172,-0.48336465201171525,1063
Climatology,3,03353200,2.3853500632842124,1.8864013722009747,-0.6747261204452158,1070
Climatology,3,03456991,2.006405600541442,1.5856363794533754,-0.4953323337271238,1069
Climatology,3,04027000,2.1965618272375473,1.4941163135827393,-0.6230404536665647,1054
Climatology,3,04043238,1.7814800557983177,1.256981000553498,-0.39722660075886984,1076
Climatology,3,04043244,1.68848391807034,1.2469538771948734,-0.1823274836054657,1079
Climatology,3,04067500,1.7911034468090863,1.211905869147642,-0.5091608634554636,1042
Climatology,3,04077630,1.8903073687502396,1.3507289909830167,0.07869493520789654,1092
Climatology,3,04124200,1.1133001163886975,0.8642394394502727,-0.24465712762753897,1090
Climatology,3,04125460,1.5900336895646698,1.2177310142786273,-0.3369327181357942,1085
Climatology,3,04137005,1.4633122917211767,1.0787856530206388,-0.28225402894210727,1088
Climatology,3,04176500,1.98379691989176,1.515753216236582,-0.5934250942145028,1083
Climatology,3,04208000,2.1143101998570124,1.6288278030339232,-0.5693948581946118,1021
Climatology,3,05054000,2.0311740294332057,1.404809392718572,-0.44107527679119307,1068
Climatology,3,05057000,2.1981689307227295,1.4640793277066584,-0.20647297302109063,1062
Climatology,3,05289800,2.128116295760334,1.601536314988576,-0.3097209055539173,861
Climatology,3,05331833,1.8457847852615052,1.3726835260870263,-0.022739151092804607,1034
Climatology,3,05370000,1.3729236496813653,1.0074964191435891,-0.18240806838387952,1088
Climatology,3,05382255,1.429178770705554,1.11472050015279,-0.065617215563799,1092
Climatology,3,05382257,1.938323707800531,1.4740933952181705,-0.5832868619458733,1082
Climatology,3,05406457,1.3280205522976298,1.0208129181866727,-0.1251159187250923,983
Climatology,3,05458300,2.3841969655046014,1.756058401819956,-1.0936326805251328,1050
Climatology,3,05517000,2.3273479321854236,1.828477600896424,-0.7917878050152417,1092
Climatology,3,06036805,1.6838625284436775,1.3535181715920128,-0.11118184838115293,1088
Climatology,3,06036905,2.009850410533388,1.637556804405464,-0.24897891785198953,1092
Climatology,3,06036940,2.368519211317134,1.8431054710248194,1.3403990903031935,1090
Climatology,3,06041000,1.6806621887572997,1.264448189884565,-0.12483033522386613,1059
Climatology,3,06623800,0.9438899744488596,0.6469704941231453,0.08978812496668821,920
Climatology,3,06894000,2.2056684051988675,1.768061113732874,-0.46157417846913623,1064
Climatology,3,06934500,1.7777725723810498,1.4770079064614106,-0.7117654510204576,864
Climatology,3,07106000,1.857623573688976,1.4518920510370654,-0.1935539681025658,866
Climatology,3,07178200,2.369404816936848,1.7958368084659386,-0.0018042517207817574,907
Climatology,3,07194880,1.4759604715637982,1.1452804002148367,-0.26793237039220263,513
Climatology,3,07332622,2.5539136708640364,1.9713568812591493,-0.03864760442793025,865
Climatology,3,08048000,2.2030763306855627,1.7377397968108395,-0.5357488775827799,830
Climatology,3,08052700,2.811705230516552,2.123314207721136,-0.5666184244721891,754
Climatology,3,08065350,2.3652162887744437,1.7819195794634406,-0.4888602574843341,898
Climatology,3,08070200,2.4528995837429246,1.8410102486495457,-0.35568673999238265,1037
Climatology,3,08123850,2.5241704210674865,1.8759253840863863,-0.05059338501340831,754
Climatology,3,09136100,1.9733429416159431,1.5508705183451625,-0.4002182441579032,1085
Climatology,3,09144250,1.8260715486609342,1.4704230577232094,-0.2978010689788455,1090
Climatology,3,09149500,1.4654184442566889,1.1793054779752707,-0.173857151725135,1092
Climatology,3,09163500,1.8312256260827737,1.4541330616989416,-0.4450163399125194,1092
Climatology,3,09180000,2.0767471824119257,1.6487219883038955,-0.4095359075926827,1086
Climatology,3,09261000,1.6483342204655,1.271257204453703,-0.06434708547168243,1023
Climatology,3,09302000,2.0091599497168597,1.5398689416177878,0.10577120227662477,1068
Climatology,3,09380000,3.729516160966115,2.7117175617540084,-2.4241108017611905,1066
Climatology,3,10129900,1.6073813424239354,1.2969268494738695,-0.06550145638979672,1071
Climatology,3,10301500,2.0776189374105183,1.657416865481221,0.07168515717110983,1066
Climatology,3,10351600,2.086755730242625,1.6315435081607035,0.28573239994139726,1052
Climatology,3,11262900,1.6606734293123908,1.3575216743843688,-0.13529532964975555,652
Climatology,3,11467000,1.4805104737841068,1.1939007174837721,-0.31550313657893364,1092
Climatology,3,11507500,1.980418468307038,1.5828097876529772,-0.26469392772941364,1092
Climatology,3,12056500,1.0010678857363218,0.7937258698011228,-0.2266372519479671,1065
Climatology,3,12115000,0.8768040149887557,0.6850324264230889,-0.32442392351137256,1007
Climatology,3,12117600,1.0578176802269226,0.846478651076446,-0.40270493384245987,1092
Climatology,3,12210700,1.377800716040896,1.090156020290356,-0.3957876827348228,967
Climatology,3,12212050,1.479196890093695,1.0963433297533007,-0.237190212070818,962
Climatology,3,12213100,1.670885048431835,1.3244075963268183,-0.5058496898642849,1023
Climatology,3,12363000,1.3646433601570258,1.0392867136700827,-0.2621486811222845,1057
Climatology,3,12398600,1.7384949637934581,1.3470716864934988,-0.5295917842288812,1050
Climatology,3,13018350,1.5749635407820362,1.2372924390219167,-0.027937205056708065,1063
Climatology,3,13154500,1.1083401807327207,0.8795938718886602,-0.528178076167683,1092
Climatology,3,13317660,1.1398029206498754,0.8901458524522328,-0.0464036307492099,1092
Climatology,3,13342500,1.3670179855671774,1.0083766060543584,-0.3807201212469911,1092
Climatology,3,14091500,0.6509956906533261,0.5162069577000516,-0.12635211564682342,1092
Climatology,3,14150800,1.962979180804347,1.5590086376274026,-0.428855340559404,1092
Climatology,3,14151000,2.9620109509785832,2.1289627204712174,-0.7257731084088633,1064
Climatology,3,14152000,1.4731085352622406,1.2019244334019652,-0.4264797840643367,1090
Climatology,3,14153500,2.3603654061484627,1.6302639175474973,-0.4412446328320036,1082
Climatology,3,14154500,2.290570681901922,1.7803967652180357,-0.585332283108713,1086
Climatology,3,14159500,1.300658188784778,1.0365486341494101,-0.4591081961437508,1080
Climatology,3,14161500,1.4001454350560876,1.1065892298357702,0.3931944298919832,1086
Climatology,3,14179000,1.5071723136553827,1.1846095036802788,-0.7919872974229175,979
Climatology,3,14185000,1.6982210943341238,1.3222956315473395,-0.355749236577152,1018
Climatology,3,14210000,1.5494239539004684,1.2373645474678026,-0.6648312785129301,1086
Climatology,3,14211499,1.797432806894656,1.3859199104958013,-0.32789306828748715,1082
Climatology,3,14211500,1.9934463589561844,1.5323229496819633,-0.4020921990984962,1050
Climatology,3,14320934,1.9013049772810986,1.5248213914039535,-0.6817640741777464,1071
Climatology,3,255534081324000,1.9254934802630363,1.5057287144143139,-0.457364719920388,1059
Climatology,7,01073319,1.9064637285234465,1.450834931776443,-0.3094630468874951,954
Climatology,7,01104415,1.7811986953906624,1.3808010714693952,-0.789568343895058,939
Climatology,7,01104455,2.0164750724023146,1.5847363623316417,-0.5887247305430338,835
Climatology,7,01104475,1.9904419293572586,1.5690520154277632,-0.9156161973245969,1076
Climatology,7,01129500,1.7790057401728228,1.2061965884356545,-0.612350755787844,1088
Climatology,7,01400500,2.2245116084872265,1.7396325971226858,-0.6216876295105624,952
Climatology,7,01408029,2.122532129710271,1.6513734535775453,-0.8571290955225997,856
Climatology,7,01425000,1.4041802562542525,1.029554115439003,-0.1768431163421183,1056
Climatology,7,01426500,1.6110950506781805,1.2405370202983366,0.14603036137489311,914
Climatology,7,01427207,1.887031375238352,1.5005517846020684,-0.08817986552432698,1063
Climatology,7,01428500,2.1232399268157742,1.6724637349611555,-0.04177090047065176,1054
Climatology,7,01463500,1.89832343404819,1.5079241668254755,-0.3555918448795819,1062
Climatology,7,01480617,2.0625920424566653,1.5987305883248943,-0.5787755084192886,1076
Climatology,7,01540500,1.9536710260952,1.5351471056840684,-0.6104417156129585,911
Climatology,7,01542500,2.1595419662888924,1.716006386340881,0.44475947160114826,1078
Climatology,7,01549700,2.3015339621948527,1.8182201133936309,-0.508667861073093,1068
Climatology,7,02110701,2.2730210025063813,1.7296972472504457,-0.5008986403190296,1037
Climatology,7,02176930,2.1493932474143826,1.6593806134393583,-0.9095574437998808,1040
Climatology,7,02266300,2.0562421092412158,1.598325170687775,-0.8825277356959101,1072
Climatology,7,02330450,1.8920268569016794,1.3963167404560817,-0.5235702318804605,1050
Climatology,7,02334430,1.7357814488969392,1.6496672831914003,-1.6435052322990753,1088
Climatology,7,02334885,2.144202448654385,1.546567594522939,-0.65692204828648,1088
Climatology,7,02336120,2.2335622245060938,1.61960254802748,-0.3426024337057714,1080
Climatology,7,02336300,2.307827037180288,1.7327282802234516,-0.1080452370114776,1082
Climatology,7,02336728,3.3003066159309786,2.5537559507504715,-2.0934509069946174,1076
Climatology,7,02397000,1.670215586239221,1.2751208025955227,-0.3160613094372141,1082
Climatology,7,02455980,1.8213896795129454,1.350817770258215,-0.2103943245519818,1029
Climatology,7,02458450,2.0125516040290905,1.5027371266671212,-0.2968943070661538,1084
Climatology,7,02474560,2.5729025851575273,2.0242418237238624,-0.07586880569351452,1074
Climatology,7,03007800,2.239355593176195,1.7964015572309384,-0.2375914987266506,1078
Climatology,7,03034000,2.3187232974686953,1.875481261820506,-0.6614144170688611,1054
Climatology,7,03036000,1.677724943218007,1.3375103614040624,-0.6016025561038579,1070
Climatology,7,03047000,1.894629995779135,1.430318115685942,-0.3333615130817835,1085
Climatology,7,03077500,1.4030786584645434,1.1630415810216772,0.9260780332112076,1010
Climatology,7,03105500,2.372560915616078,1.8045080177250952,-0.8730541067076968,1078
Climatology,7,03106000,2.411102010700233,1.8900232073484045,-0.5182272412924356,1023
Climatology,7,03301900,2.262583510258737,1.7483265090610178,-0.48171720592331546,1055
Climatology,7,03353200,2.3784713915484463,1.8842358392563703,-0.6645181742453106,1066
Climatology,7,03456991,2.014808005672847,1.593129381649899,-0.4841302614729359,1060
Climatology,7,04027000,2.1915553940276515,1.4939990616403243,-0.6275652096066799,1047
Climatology,7,04043238,1.782176035899872,1.2563184280397177,-0.3916879890749212,1071
Climatology,7,04043244,1.6916895597048653,1.2485837133603046,-0.17935151994284015,1071
Climatology,7,04067500,1.8023906336792106,1.223608974800427,-0.5138899306585498,1028
Climatology,7,04077630,1.8936003963813182,1.354127941217003,0.07741728964859196,1088
Climatology,7,04124200,1.115602385953604,0.8675542130764458,-0.24701918494196448,1086
Climatology,7,04125460,1.5888809561392034,1.2151720634351173,-0.33029599740273424,1080
Climatology,7,04137005,1.4655675444177447,1.0809367121613114,-0.28147177996175754,1084
Climatology,7,04176500,1.9898497199759666,1.5230099185331825,-0.5965978821884965,1076
Climatology,7,04208000,2.1097441152646055,1.627985018497658,-0.5690788393396706,1008
Climatology,7,05054000,2.0390951815280562,1.4118345375342245,-0.45163741237937255,1058
Climatology,7,05057000,2.208498743542661,1.4760770278077833,-0.20691074961639264,1052
Climatology,7,05289800,2.1447108829761072,1.6183276308875065,-0.35368204461365865,832
Climatology,7,05331833,1.8522802815677213,1.3763765844274056,-0.02599474310204241,1022
Climatology,7,05370000,1.3716893047053456,1.007116319233641,-0.17898336201356346,1084
Climatology,7,05382255,1.4288418127111775,1.1133571781478275,-0.060396896189023906,1088
Climatology,7,05382257,1.9395343164797072,1.4764491913491145,-0.5790201371366327,1078
Climatology,7,05406457,1.3580098449220654,1.0368590467867473,-0.12889030271897478,971
Climatology,7,05458300,2.374090657336942,1.7553021564385403,-1.1024314458223734,1038
Climatology,7,05517000,2.330668900515013,1.8314891067634829,-0.7909879513386199,1088
Climatology,7,06036805,1.6839086780781174,1.3516390908963125,-0.10383291919183027,1084
Climatology,7,06036905,2.0110983553723134,1.6378182523390825,-0.24413530002622044,1088
Climatology,7,06036940,2.3722264191064344,1.8482366187796408,1.3446744994344413,1086
Climatology,7,06041000,1.692771016600889,1.2730705118455896,-0.12829777856611393,1056
Climatology,7,06623800,0.9450773331882804,0.6495457614372228,0.09054849305513862,912
Climatology,7,06894000,2.206084047781979,1.7676523738631462,-0.452513207240046,1057
Climatology,7,06934500,1.7742024592979917,1.4713829429997576,-0.7169785518820088,840
Climatology,7,07106000,1.852748703912198,1.4454870647817002,-0.23485848349099758,844
Climatology,7,07178200,2.352107898985799,1.7732493433546512,0.03459440680660833,893
Climatology,7,07194880,1.4763612383663784,1.141583787332667,-0.254332696329249,505
Climatology,7,07332622,2.566002586437173,1.9860417357610785,-0.03342677978798747,848
Climatology,7,08048000,2.217388957645473,1.751144316080067,-0.5431620248118987,799
Climatology,7,08052700,2.8377273335163533,2.1493586989767524,-0.587863818337412,736
Climatology,7,08065350,2.3705290992535724,1.7799516501634016,-0.47497500734962095,874
Climatology,7,08070200,2.409756216604462,1.8118174055186775,-0.31103479734530354,1027
Climatology,7,08123850,2.5493189456311676,1.9012053593486344,-0.03182083246659259,735
Climatology,7,09136100,1.9754975995179687,1.5523038049883864,-0.396324436939149,1080
Climatology,7,09144250,1.8292995894620983,1.4746495369156312,-0.2992120930516808,1086
Climatology,7,09149500,1.4676893476313784,1.1818263453212292,-0.1739082267124425,1088
Climatology,7,09163500,1.834554208105631,1.4588000683168716,-0.4473315002122784,1088
Climatology,7,09180000,2.0809593575851997,1.6544403677832942,-0.41067319250383283,1082
Climatology,7,09261000,1.6616466365275433,1.2855994121334355,-0.06897287829414067,1011
Climatology,7,09302000,2.012268307826233,1.542801882393377,0.10407599317929092,1060
Climatology,7,09380000,3.738806554709457,2.7218979636342144,-2.436408188695181,1063
Climatology,7,10129900,1.620522654274412,1.3087316312405588,-0.07084834765583528,1067
Climatology,7,10301500,2.0787758821507007,1.6610021704210425,0.05280899872195046,1060
Climatology,7,10351600,2.097746061418818,1.642804798417749,0.29504324833475404,1037
Climatology,7,11262900,1.6562876885768836,1.350761910434088,-0.12454111357313663,643
Climatology,7,11467000,1.4812591429639583,1.1940034553408623,-0.3123764715650502,1088
Climatology,7,11507500,1.9838953108775623,1.5872832801987362,-0.2669207219116609,1088
Climatology,7,12056500,1.0020267985115257,0.7936839371665875,-0.22230325787272676,1057
Climatology,7,12115000,0.8727911149022985,0.6813207856340918,-0.31800924564827343,991
Climatology,7,12117600,1.057249335153388,0.8452525916783249,-0.3998473534250961,1088
Climatology,7,12210700,1.3595324406758271,1.0698952648420517,-0.3621756699684449,941
Climatology,7,12212050,1.482514345625645,1.0953120049764353,-0.21546243928642925,938
Climatology,7,12213100,1.691338446291858,1.3371167834204607,-0.49904827381551325,1013
Climatology,7,12363000,1.3663567828504852,1.0396052812555443,-0.25637554074194946,1052
Climatology,7,12398600,1.7432497325870129,1.3499824380906096,-0.5229430786493071,1042
Climatology,7,13018350,1.5754248479658188,1.2379404810892851,-0.03556770787781802,1055
Climatology,7,13154500,1.0991769341699882,0.8732958698973936,-0.5205881043392069,1088
Climatology,7,13317660,1.1408642988425772,0.8904887759948478,-0.04364456082968151,1088
Climatology,7,13342500,1.365353995418815,1.0056442428270684,-0.3756801974137916,1088
Climatology,7,14091500,0.6500561841572927,0.515008549699012,-0.12372041778529391,1088
Climatology,7,14150800,1.9601894493266814,1.5552388039581917,-0.42093053153332544,1088
Climatology,7,14151000,2.963490217839874,2.12616770217816,-0.7274038310755383,1056
Climatology,7,14152000,1.4704367965434713,1.198493945225387,-0.42019314616644143,1086
Climatology,7,14153500,2.360001185011523,1.6271507065459838,-0.43393769268644544,1078
Climatology,7,14154500,2.290032891826486,1.7789415117773242,-0.5794875614083408,1082
