arm,site_id,horizon,n,rmse,rmse_damped,lat,lon,nearest_km
random,09136100,1,1089,0.7360115285234016,0.7986755774641804,38.78516667,-107.8334167,21.948231945532136
random,09136100,3,1085,1.2544863609779018,1.2938843290728919,38.78516667,-107.8334167,21.948231945532136
random,09136100,7,1080,1.481250164324798,1.5163640425459004,38.78516667,-107.8334167,21.948231945532136
random,09144250,1,1092,0.580131693420617,0.6707739851185889,38.75303944,-108.078403,1.2460057571323297
random,09144250,3,1090,1.1351181224580207,1.1901146662196354,38.75303944,-108.078403,1.2460057571323297
random,09144250,7,1086,1.3948931657969077,1.380964172941188,38.75303944,-108.078403,1.2460057571323297
random,09149500,1,1094,0.6858918803470687,0.7851414925065086,38.74194444,-108.08041667,1.2460057571323297
random,09149500,3,1092,1.1787154062280625,1.2391630209647737,38.74194444,-108.08041667,1.2460057571323297
random,09149500,7,1088,1.3291296480326205,1.3489751010292164,38.74194444,-108.08041667,1.2460057571323297
random,09163500,1,1094,0.43022497152211353,0.5590226046725831,39.1327434,-109.02707585,40.03859514218448
random,09163500,3,1092,1.0574242036077186,1.173839601226537,39.1327434,-109.02707585,40.03859514218448
random,09163500,7,1088,1.4510441236068956,1.4902670702206275,39.1327434,-109.02707585,40.03859514218448
random,09180000,1,1089,0.6609087184963678,0.7565951240957696,38.79720805,-109.1951142,40.03859514218448
random,09180000,3,1086,1.3531278648193978,1.4257835095006275,38.79720805,-109.1951142,40.03859514218448
random,09180000,7,1082,1.690778356829051,1.7063028962984665,38.79720805,-109.1951142,40.03859514218448
random,09261000,1,1032,0.5345350797705468,0.6433457293657308,40.40871944,-109.23523611,51.29803061161221
random,09261000,3,1023,1.1892489056536408,1.3447750488950956,40.40871944,-109.23523611,51.29803061161221
random,09261000,7,1011,1.5906394818832132,1.6849871980482274,40.40871944,-109.23523611,51.29803061161221
random,09302000,1,1074,0.6091912610507031,0.6880480552580194,40.21027778,-109.7813889,51.29803061161221
random,09302000,3,1068,1.2068510735423126,1.3080342730616195,40.21027778,-109.7813889,51.29803061161221
random,09302000,7,1060,1.7144748621104864,1.6362264836287745,40.21027778,-109.7813889,51.29803061161221
random,09380000,1,1069,0.37488003303360384,0.30516876272093085,36.86433333,-111.58787222,300.5645500799014
random,09380000,3,1066,0.9787964376017374,0.5736015547252462,36.86433333,-111.58787222,300.5645500799014
random,09380000,7,1063,2.529161784947387,0.8995064617303595,36.86433333,-111.58787222,300.5645500799014
random,10129900,1,1076,0.6275371030101708,0.6796460621434306,40.73522634,-111.4760313,154.77133269480143
random,10129900,3,1071,1.1099451694752946,1.1842170760526545,40.73522634,-111.4760313,154.77133269480143
random,10129900,7,1067,1.317859827245377,1.3554775222792164,40.73522634,-111.4760313,154.77133269480143
random,10301500,1,1074,0.8008375243555821,0.9403814138612819,39.1524611,-119.0988889,56.352888059462984
random,10301500,3,1066,1.5779404499694478,1.656731439394714,39.1524611,-119.0988889,56.352888059462984
random,10301500,7,1060,1.8657145195790772,1.9416635476356285,39.1524611,-119.0988889,56.352888059462984
random,10351600,1,1062,0.5357572652724496,0.7481770233621964,39.58463448,-119.4412872,56.352888059462984
random,10351600,3,1052,1.3242762248437316,1.4996607667165436,39.58463448,-119.4412872,56.352888059462984
random,10351600,7,1037,1.6899695882603802,1.799124850702797,39.58463448,-119.4412872,56.352888059462984
random,11262900,1,659,0.6953505935512314,0.8459722925849624,37.26241267,-120.9065536,225.06908768729056
random,11262900,3,652,1.4261414032876227,1.5170968674669625,37.26241267,-120.9065536,225.06908768729056
random,11262900,7,643,1.6164131549618885,1.6556291505018397,37.26241267,-120.9065536,225.06908768729056
random,11467000,1,1094,0.37575243829882105,0.47205904171358964,38.50848204,-122.9277345,225.06908768729056
random,11467000,3,1092,0.943158693269266,0.9944926863096243,38.50848204,-122.9277345,225.06908768729056
random,11467000,7,1088,1.270692591391833,1.2913727980038434,38.50848204,-122.9277345,225.06908768729056
random,11507500,1,1094,0.43346973308530456,0.6323855353203107,42.22347795,-121.7941708,189.68487603851653
random,11507500,3,1092,1.2724615545257723,1.388491546976527,42.22347795,-121.7941708,189.68487603851653
random,11507500,7,1088,1.7710853678089822,1.9095872051911527,42.22347795,-121.7941708,189.68487603851653
random,12056500,1,1069,0.3404627050159639,0.372612752065973,47.51425666,-123.3298868,102.35037995092496
random,12056500,3,1065,0.6128255301693394,0.6394661836454777,47.51425666,-123.3298868,102.35037995092496
random,12056500,7,1057,0.7967179251758782,0.8057160677831139,47.51425666,-123.3298868,102.35037995092496
random,12115000,1,1017,0.30473827603398734,0.31587253672934423,47.3701073,-121.6251009,27.00431916667248
random,12115000,3,1007,0.5578862538555632,0.5544758755069967,47.3701073,-121.6251009,27.00431916667248
random,12115000,7,991,0.7301404101520325,0.7029362783748442,47.3701073,-121.6251009,27.00431916667248
random,12117600,1,1094,0.3642944936697983,0.3909880071692593,47.3795458,-121.983448,27.00431916667248
random,12117600,3,1092,0.6690001530290752,0.6795724774112216,47.3795458,-121.983448,27.00431916667248
random,12117600,7,1088,0.827472918995582,0.8591801372903454,47.3795458,-121.983448,27.00431916667248
random,12210700,1,983,0.5842481647284447,0.6432183573998963,48.84174,-122.2943049,21.591347026836374
