arm,site_id,horizon,n,rmse,rmse_damped,lat,lon,nearest_km
random,12210700,3,967,1.068161086353988,1.0847959342363378,48.84174,-122.2943049,21.591347026836374
random,12210700,7,941,1.2330814535947008,1.247842002465364,48.84174,-122.2943049,21.591347026836374
random,12212050,1,979,0.5061135724833452,0.5773704845534148,48.9386827,-122.4790353,13.190823684800618
random,12212050,3,962,1.059240765359226,1.0854683040636668,48.9386827,-122.4790353,13.190823684800618
random,12212050,7,938,1.3343157287475529,1.3510524473470322,48.9386827,-122.4790353,13.190823684800618
random,12213100,1,1041,0.6192168410217357,0.73196605831524,48.84479237,-122.5893141,13.190823684800618
random,12213100,3,1023,1.2020636157714055,1.2601366275562713,48.84479237,-122.5893141,13.190823684800618
random,12213100,7,1013,1.4154891389745015,1.4608886585630338,48.84479237,-122.5893141,13.190823684800618
random,12363000,1,1056,0.4223147661948864,0.4768576317428637,48.3618111,-114.18495,243.15570406402867
random,12363000,3,1057,0.8299620153166731,0.8429336285762853,48.3618111,-114.18495,243.15570406402867
random,12363000,7,1052,1.022359630419223,1.045363820388203,48.3618111,-114.18495,243.15570406402867
random,12398600,1,1061,0.3297850897056955,0.26104241192134897,48.99881409,-117.3535794,243.15570406402867
random,12398600,3,1050,0.771554394283067,0.6262896181010469,48.99881409,-117.3535794,243.15570406402867
random,12398600,7,1042,1.1850795432034884,1.044762659616867,48.99881409,-117.3535794,243.15570406402867
random,13018350,1,1067,0.7095473179627348,0.8143798474529759,43.4583611,-110.7970278,129.29794989942354
random,13018350,3,1063,1.3230493376314207,1.4112482471621413,43.4583611,-110.7970278,129.29794989942354
random,13018350,7,1055,1.4500466591730403,1.4945503039123884,43.4583611,-110.7970278,129.29794989942354
random,13154500,1,1094,0.29104058401156346,0.3025887295253432,43.0022222,-115.2025,360.291934067682
random,13154500,3,1092,0.6373417039061411,0.6853012264321914,43.0022222,-115.2025,360.291934067682
random,13154500,7,1088,0.8847350288274457,0.9195533139010952,43.0022222,-115.2025,360.291934067682
random,13317660,1,1094,0.2370639685222164,0.2760696769896605,46.00305556,-116.9169444,49.98842594366301
random,13317660,3,1092,0.5817821526566285,0.5881789380926988,46.00305556,-116.9169444,49.98842594366301
random,13317660,7,1088,0.826546480100108,0.7914111670712809,46.00305556,-116.9169444,49.98842594366301
random,13342500,1,1094,0.4172085670791706,0.48598412536193814,46.4483333,-116.8275,49.98842594366301
random,13342500,3,1092,0.8797011118086372,0.9161355977512029,46.4483333,-116.8275,49.98842594366301
random,13342500,7,1088,1.1804435195601317,1.1749452839543533,46.4483333,-116.8275,49.98842594366301
random,14091500,1,1094,0.3857277784516405,0.4150215844282777,44.6262275,-121.4839433,52.89135404708799
random,14091500,3,1092,0.6520572204331878,0.6125934280395622,44.6262275,-121.4839433,52.89135404708799
random,14091500,7,1088,0.6907938956096036,0.6403421927263184,44.6262275,-121.4839433,52.89135404708799
random,14150800,1,1094,0.5945533204311498,0.7339946814951849,43.9142924,-122.6886762,19.73285761709547
random,14150800,3,1092,1.3135391721433147,1.3858868891559888,43.9142924,-122.6886762,19.73285761709547
random,14150800,7,1088,1.6752781736668394,1.7244849922686867,43.9142924,-122.6886762,19.73285761709547
random,14151000,1,1073,0.5697479272659544,0.5489709496604154,43.94429299,-122.774794,12.083287553917401
random,14151000,3,1064,1.3596556921656615,1.1839078955780888,43.94429299,-122.774794,12.083287553917401
random,14151000,7,1056,2.1469906682412563,1.6957328067082247,43.94429299,-122.774794,12.083287553917401
random,14152000,1,1092,0.3480132592682505,0.3576268000231941,43.99818166,-122.9059126,12.083287553917401
random,14152000,3,1090,0.7154447125090025,0.6872062169783465,43.99818166,-122.9059126,12.083287553917401
random,14152000,7,1086,1.0213241996812294,0.9604115336569083,43.99818166,-122.9059126,12.083287553917401
random,14153500,1,1086,0.310815715739562,0.2556389522527317,43.72067785,-123.0497994,32.94298961917823
random,14153500,3,1082,0.8085163160791297,0.587149853965055,43.72067785,-123.0497994,32.94298961917823
random,14153500,7,1078,1.35750819418569,0.940600823223667,43.72067785,-123.0497994,32.94298961917823
random,14154500,1,1089,0.5175080972669939,0.6801483439154906,43.73527778,-122.8744444,29.34222204247538
random,14154500,3,1086,1.273736473797047,1.3762944311247352,43.73527778,-122.8744444,29.34222204247538
random,14154500,7,1082,1.7072113756508651,1.7732693876216392,43.73527778,-122.8744444,29.34222204247538
random,14159500,1,1085,0.34612293384059634,0.32163229991758713,44.13595817,-122.248391,8.212344455990404
random,14159500,3,1080,0.6516392286332932,0.5935940524996529,44.13595817,-122.248391,8.212344455990404
random,14159500,7,1076,0.9445004506193676,0.8666862454571094,44.13595817,-122.248391,8.212344455990404
random,14161500,1,1089,0.4122615978985369,0.46562490620661223,44.2095708,-122.256733,8.212344455990404
random,14161500,3,1086,0.8368228588877643,0.8766898105523725,44.2095708,-122.256733,8.212344455990404
random,14161500,7,1082,1.0877173431057006,1.1272460444863144,44.2095708,-122.256733,8.212344455990404
random,14179000,1,985,0.48150163706108234,0.5411779591915769,44.75262179,-122.1289648,49.62217868670053
random,14179000,3,979,0.9225332244378316,0.9450084583551237,44.75262179,-122.1289648,49.62217868670053
random,14179000,7,967,1.1674233947387944,1.1612293445520396,44.75262179,-122.1289648,49.62217868670053
random,14185000,1,1025,0.49650385298999916,0.6098414614925018,44.39179225,-122.4975817,27.89120973372821
random,14185000,3,1018,1.1103010322042735,1.186199583537422,44.39179225,-122.4975817,27.89120973372821
random,14185000,7,1006,1.4266141132810624,1.4661423642818376,44.39179225,-122.4975817,27.89120973372821
random,14210000,1,1088,0.31700668691208506,0.3308483270949652,45.29984346,-122.3539746,22.679495402965056
random,14210000,3,1086,0.7105329732227325,0.7399111827879581,45.29984346,-122.3539746,22.679495402965056
random,14210000,7,1082,1.0547810226992684,1.0723909871037496,45.29984346,-122.3539746,22.679495402965056
random,14211499,1,1086,0.6486774306394121,0.7799453869687841,45.4767869,-122.4984239,22.679495402965056
random,14211499,3,1082,1.4064320416391907,1.4418446605367636,45.4767869,-122.4984239,22.679495402965056
random,14211499,7,1074,1.6972839354593803,1.7320029980607676,45.4767869,-122.4984239,22.679495402965056
random,14211500,1,1064,0.6410778561647589,0.8144691699587838,45.47745556,-122.5080194,23.124790824676897
random,14211500,3,1050,1.5118301083908652,1.5754867007692304,45.47745556,-122.5080194,23.124790824676897
random,14211500,7,1045,1.8562341259109059,1.9105405395224724,45.47745556,-122.5080194,23.124790824676897
random,14320934,1,1077,0.4982752871637317,0.5932177355730707,43.43122665,-123.5867573,53.915817090119596
random,14320934,3,1071,1.1669521291640061,1.1520319098132492,43.43122665,-123.5867573,53.915817090119596
random,14320934,7,1064,1.52605331873635,1.5241150585262198,43.43122665,-123.5867573,53.915817090119596
random,255534081324000,1,1068,0.8076282759816951,0.9746684464602438,25.926,-81.5443056,267.6455852764977
random,255534081324000,3,1059,1.7388197094994717,1.8423274543805932,25.926,-81.5443056,267.6455852764977
random,255534081324000,7,1049,2.0720725516312535,2.0208453814158216,25.926,-81.5443056,267.6455852764977
region,01073319,1,970,0.6139912674198668,0.8651951495260531,43.04138889,-71.2016667,597.4584772860081
region,01073319,3,964,1.5290745377641284,1.6954784612224687,43.04138889,-71.2016667,597.4584772860081
region,01073319,7,954,1.8431491943961145,1.9502008964462099,43.04138889,-71.2016667,597.4584772860081
region,01104415,1,961,0.9942111555946481,1.0998904634706421,42.43592855,-71.2600567,583.8531376253546
region,01104415,3,950,1.5809044505749916,1.6189239592233977,42.43592855,-71.2600567,583.8531376253546
region,01104415,7,939,1.6861542928195576,1.714801669588012,42.43592855,-71.2600567,583.8531376253546
region,01104455,1,848,0.9888798729370689,1.068682552072834,42.37259606,-71.27033448,582.5148798822722
region,01104455,3,843,1.5449806819885292,1.5862934765408012,42.37259606,-71.27033448,582.5148798822722
region,01104455,7,835,1.7328826308931538,1.7881272119187592,42.37259606,-71.27033448,582.5148798822722
region,01104475,1,1086,0.8725526754356768,0.972292717855064,42.3545408,-71.2681121,582.5708656255373
region,01104475,3,1081,1.5890954121706196,1.5903798128180553,42.3545408,-71.2681121,582.5708656255373
region,01104475,7,1076,1.767113657814341,1.7982501675804587,42.3545408,-71.2681121,582.5708656255373
region,01129500,1,1094,0.6339740832835984,0.830580774703894,44.74977166,-71.63120018,629.7658343494519
region,01129500,3,1092,1.420381654079833,1.5294140727914056,44.74977166,-71.63120018,629.7658343494519
region,01129500,7,1088,1.726672429248622,1.7296505995210765,44.74977166,-71.63120018,629.7658343494519
region,01400500,1,979,0.6991540343588313,1.0138234584986572,40.55555556,-74.58277778,340.7107658742007
region,01400500,3,955,1.7720989262347173,1.8970121199155332,40.55555556,-74.58277778,340.7107658742007
region,01400500,7,952,2.111885361769168,2.1918352181266987,40.55555556,-74.58277778,340.7107658742007
region,01408029,1,891,0.8242201930739992,1.1328330084648963,40.14666667,-74.12222222,396.3257908054199
region,01408029,3,877,1.8175834125427373,1.9367432991474924,40.14666667,-74.12222222,396.3257908054199
region,01408029,7,856,1.9942249394692626,2.064191359089246,40.14666667,-74.12222222,396.3257908054199
region,01425000,1,1072,0.4620705885226215,0.41446831825463926,42.07491667,-75.3958056,241.2656411119524
region,01425000,3,1065,0.8376213456751069,0.7178773089858194,42.07491667,-75.3958056,241.2656411119524
region,01425000,7,1056,1.0741999915224445,0.9295271283921483,42.07491667,-75.3958056,241.2656411119524
region,01426500,1,932,0.7866574852616672,0.8161686494034504,42.00302778,-75.38352778,241.59971105664636
region,01426500,3,926,1.1962698743080347,1.2447297729437687,42.00302778,-75.38352778,241.59971105664636
region,01426500,7,914,1.3576720993566138,1.4215717130158194,42.00302778,-75.38352778,241.59971105664636
region,01427207,1,1076,0.687292739603522,0.9125108056031253,41.86727778,-75.21375,255.10374940108744
region,01427207,3,1070,1.5120557702372337,1.659952791887543,41.86727778,-75.21375,255.10374940108744
region,01427207,7,1063,1.8697540822352563,1.9220852282924805,41.86727778,-75.21375,255.10374940108744
region,01428500,1,1066,0.5792701991180519,0.8342469726889116,41.50875,-74.9860556,276.82343860825154
region,01428500,3,1059,1.5300035700090902,1.7305569858595156,41.50875,-74.9860556,276.82343860825154
region,01428500,7,1054,2.046166087196351,2.1841595216054865,41.50875,-74.9860556,276.82343860825154
region,01435000,1,12,1.0315098654570474,0.712170415137224,41.88994444,-74.5898056,306.7704011167089
region,01435000,3,7,3.043704618338668,2.5851945782339687,41.88994444,-74.5898056,306.7704011167089
region,01435000,7,1,4.8504770375511335,4.136505126953125,41.88994444,-74.5898056,306.7704011167089
region,01463500,1,1075,0.4891654435429885,0.6989113935416192,40.22166667,-74.77805556,344.1658848794298
region,01463500,3,1070,1.3307275763844355,1.5019591885039205,40.22166667,-74.77805556,344.1658848794298
region,01463500,7,1062,1.8045570784412934,1.9291789429757094,40.22166667,-74.77805556,344.1658848794298
region,01480617,1,1085,0.8063309083462917,1.064215731770837,39.9617734,-75.8013341,292.2985416105996
region,01480617,3,1080,1.6929681270452026,1.8170770378506829,39.9617734,-75.8013341,292.2985416105996
region,01480617,7,1076,1.8911864241245389,1.9777178238676878,39.9617734,-75.8013341,292.2985416105996
region,01540500,1,930,0.4532768892202793,0.6301199993375718,40.95814218,-76.6191222,169.2595870524071
region,01540500,3,923,1.2233698214597566,1.386601248453056,40.95814218,-76.6191222,169.2595870524071
region,01540500,7,911,1.7991715178385097,1.904140964121197,40.95814218,-76.6191222,169.2595870524071
region,01542500,1,1087,0.6544771412027679,0.9101626774290246,41.11755906,-78.108896,78.01271566007541
region,01542500,3,1082,1.5978582624601914,1.7910236342707007,41.11755906,-78.108896,78.01271566007541
region,01542500,7,1078,2.0021161236026916,2.117164954722746,41.11755906,-78.108896,78.01271566007541
region,01549700,1,1081,0.6995775149112922,0.956641500685946,41.27361657,-77.3241186,100.85450869952119
region,01549700,3,1075,1.7072946037733194,1.893338383909806,41.27361657,-77.3241186,100.85450869952119
region,01549700,7,1068,2.1897400451046147,2.2634441724956353,41.27361657,-77.3241186,100.85450869952119
region,01608500,1,10,0.6287241572485109,0.6093477002071963,39.44703879,-78.6541817,72.69936866860148
region,01608500,3,8,1.7069870656950847,1.2917620968184131,39.44703879,-78.6541817,72.69936866860148
region,01608500,7,4,1.1749268535136013,1.0698236370392493,39.44703879,-78.6541817,72.69936866860148
region,02110701,1,1049,0.7372052134975954,1.0301869304956057,33.86100349,-79.0411471,393.9773052625704
region,02110701,3,1047,1.7923833064418404,1.947188651861694,33.86100349,-79.0411471,393.9773052625704
region,02110701,7,1037,2.1783309727245515,2.2268532913582213,33.86100349,-79.0411471,393.9773052625704
region,02176930,1,1053,0.8376554529890178,1.0132876443574677,34.97452778,-83.1161667,56.17536475540559
region,02176930,3,1048,1.6394322290022898,1.8070114955945131,34.97452778,-83.1161667,56.17536475540559
region,02176930,7,1040,1.9254713506725851,2.0290809258671567,34.97452778,-83.1161667,56.17536475540559
region,02266300,1,1083,0.6488727892797189,0.8680007952330923,28.33278738,-81.579796,756.0834859296422
region,02266300,3,1078,1.4617091543797498,1.610234289113458,28.33278738,-81.579796,756.0834859296422
region,02266300,7,1072,1.7530057133724177,1.878629124658557,28.33278738,-81.579796,756.0834859296422
region,02330450,1,1064,0.8226778762063196,0.9585154434120784,34.7009722,-83.72925,20.318417141351535
region,02330450,3,1058,1.520488277953289,1.6383679054771474,34.7009722,-83.72925,20.318417141351535
region,02330450,7,1050,1.7517481585012542,1.8203129743340534,34.7009722,-83.72925,20.318417141351535
region,02334430,1,1094,0.26658558930950604,0.22301047998884405,34.15666667,-84.0784167,87.16820562489757
region,02334430,3,1092,0.40410728785523514,0.3621549223797569,34.15666667,-84.0784167,87.16820562489757
region,02334430,7,1088,0.6949894658851866,0.6094263811762219,34.15666667,-84.0784167,87.16820562489757
region,02334885,1,1094,0.656766918350457,0.9371071726572936,34.0325,-84.08888889,100.42993543968377
region,02334885,3,1092,1.6544697126857777,1.820788986580413,34.0325,-84.08888889,100.42993543968377
region,02334885,7,1088,2.002642785258749,2.1011299147507176,34.0325,-84.08888889,100.42993543968377
region,02336120,1,1086,0.8105827742351123,1.0830796743129427,33.83155556,-84.3427778,130.11094164055714
region,02336120,3,1082,1.796437192360684,1.9413370003366928,33.83155556,-84.3427778,130.11094164055714
region,02336120,7,1080,2.1220082565428795,2.1758061280023955,33.83155556,-84.3427778,130.11094164055714
region,02336300,1,1090,0.8428502184763526,1.1122901391520974,33.82030556,-84.40763889,133.93000903776849
region,02336300,3,1086,1.8530438964942222,1.9973091119049318,33.82030556,-84.40763889,133.93000903776849
region,02336300,7,1082,2.1910479656198096,2.253682235221023,33.82030556,-84.40763889,133.93000903776849
region,02336728,1,1085,0.658372073016949,0.8059388180339334,33.74352778,-84.5681667,148.6798200157729
region,02336728,3,1080,1.483942240127954,1.5757061574641826,33.74352778,-84.5681667,148.6798200157729
region,02336728,7,1076,2.0558172545191153,2.3250434712380654,33.74352778,-84.5681667,148.6798200157729
region,02397000,1,1088,0.46442207318365136,0.63201559864793,34.2005,-85.25641667,159.7267183023982
region,02397000,3,1087,1.170738371974962,1.3122262039339834,34.2005,-85.25641667,159.7267183023982
region,02397000,7,1082,1.5183984600686837,1.6512573237427461,34.2005,-85.25641667,159.7267183023982
region,02455980,1,1051,0.7840402120369867,0.9784108054948517,33.71121273,-86.6961013,302.66826528929636
region,02455980,3,1039,1.4949596693543636,1.6016430785049218,33.71121273,-86.6961013,302.66826528929636
region,02455980,7,1029,1.7626967204903763,1.7723548396570505,33.71121273,-86.6961013,302.66826528929636
region,02458450,1,1091,0.7959163600644895,0.9871112749056633,33.5176481,-86.87915889,327.6311433609303
region,02458450,3,1088,1.5671351147417234,1.6600251131210997,33.5176481,-86.87915889,327.6311433609303
region,02458450,7,1084,1.8502968540868832,1.8998197588130483,33.5176481,-86.87915889,327.6311433609303
region,02474560,1,1086,0.6315179779318635,0.7802506408098272,31.22166667,-89.0530556,642.1812834608313
region,02474560,3,1082,1.5908624582583673,1.6686420854121184,31.22166667,-89.0530556,642.1812834608313
region,02474560,7,1074,2.312505709155104,2.321535463269193,31.22166667,-89.0530556,642.1812834608313
region,03007800,1,1087,0.7570354256087718,1.0285713766964404,41.81867578,-78.29279129,79.45201811351893
region,03007800,3,1082,1.755845229011142,1.9115785182768563,41.81867578,-78.29279129,79.45201811351893
region,03007800,7,1078,2.1231104458845858,2.186154441381454,41.81867578,-78.29279129,79.45201811351893
region,03034000,1,1060,0.8061318113722986,1.1005711431063088,40.93923105,-79.00836738,78.01271566007541
region,03034000,3,1058,1.797055296888202,2.0156202600659485,40.93923105,-79.00836738,78.01271566007541
region,03034000,7,1054,2.1393691681834417,2.2686280053298873,40.93923105,-79.00836738,78.01271566007541
region,03036000,1,1079,0.561599998294226,0.49900397432382865,40.9275653,-79.2911508,101.40490654714688
region,03036000,3,1074,1.0684995161454676,1.056482290743322,40.9275653,-79.2911508,101.40490654714688
region,03036000,7,1070,1.424975787479326,1.5085940797209514,40.9275653,-79.2911508,101.40490654714688
region,03047000,1,1090,0.5922512574163479,0.6174958319519243,40.45888889,-79.4494444,131.3537366641964
region,03047000,3,1088,1.2835339358750704,1.4222589399185201,40.45888889,-79.4494444,131.3537366641964
region,03047000,7,1085,1.7820557332952425,1.9849489636007447,40.45888889,-79.4494444,131.3537366641964
region,03077500,1,1024,0.31177343042917033,0.23720200932554325,39.80535485,-79.3642019,72.69936866860148
region,03077500,3,1019,0.5605186345890327,0.4329552873554376,39.80535485,-79.3642019,72.69936866860148
region,03077500,7,1010,0.7792858650969677,0.6215186391613529,39.80535485,-79.3642019,72.69936866860148
region,03105500,1,1086,0.6925810096485617,0.9715499067834682,40.88867389,-80.3370083,188.6928725590602
region,03105500,3,1082,1.6380451977418695,1.8813453506340985,40.88867389,-80.3370083,188.6928725590602
region,03105500,7,1078,2.058975615075756,2.1926766187990685,40.88867389,-80.3370083,188.6928725590602
region,03106000,1,1041,0.7264640984168912,1.0850985520420582,40.8170092,-80.2422837,182.20838679750528
region,03106000,3,1034,1.840213438991647,2.1216027955415995,40.8170092,-80.2422837,182.20838679750528
region,03106000,7,1023,2.3106719456176705,2.446528858944922,40.8170092,-80.2422837,182.20838679750528
region,03301900,1,1068,0.9034113283835834,1.1565853684336038,38.1756242,-85.615237,358.1846516753715
region,03301900,3,1063,1.7873082085568082,1.912289756166596,38.1756242,-85.615237,358.1846516753715
region,03301900,7,1055,2.042211330367586,2.1254909081850277,38.1756242,-85.615237,358.1846516753715
region,03353200,1,1073,0.8473540863381523,1.1910193225578831,39.94642217,-86.260249,153.85615201546517
region,03353200,3,1070,1.9334909214405236,2.156132840858071,39.94642217,-86.260249,153.85615201546517
region,03353200,7,1066,2.2964471700278164,2.401282823087195,39.94642217,-86.260249,153.85615201546517
region,03456991,1,1077,0.7712654669351204,0.9675275074802406,35.52194444,-82.8480556,65.55839566772998
region,03456991,3,1069,1.532811260234708,1.676450964191785,35.52194444,-82.8480556,65.55839566772998
region,03456991,7,1060,1.837470483416131,1.9337604485291087,35.52194444,-82.8480556,65.55839566772998
region,04027000,1,1061,0.6717577898144317,0.9574089188706634,46.4866144,-90.696297,59.92976224081903
region,04027000,3,1054,1.6326223358792515,1.79725618583666,46.4866144,-90.696297,59.92976224081903
region,04027000,7,1047,2.005710368010779,2.116484509446925,46.4866144,-90.696297,59.92976224081903
region,04043238,1,1081,0.7898163184113925,0.9262041542265627,46.78214818,-87.8776299,272.87538097940944
region,04043238,3,1076,1.4616023752922767,1.5230387915322627,46.78214818,-87.8776299,272.87538097940944
region,04043238,7,1071,1.7493246882187357,1.7576481164811935,46.78214818,-87.8776299,272.87538097940944
region,04043244,1,1083,0.7879388077293804,0.9157555791030636,46.7857589,-87.8523522,274.84092602195295
region,04043244,3,1079,1.410827270623587,1.4606398604322328,46.7857589,-87.8523522,274.84092602195295
region,04043244,7,1071,1.6862466438641455,1.6724304966842742,46.7857589,-87.8523522,274.84092602195295
region,04067500,1,1050,0.45972925578279394,0.6059700776541097,45.3258333,-87.6633333,279.26665249843967
region,04067500,3,1042,1.2299000295611067,1.294167959976142,45.3258333,-87.6633333,279.26665249843967
region,04067500,7,1028,1.7181906916926453,1.8571845395615016,45.3258333,-87.6633333,279.26665249843967
region,04077630,1,1094,0.6550616822686386,0.8764187198069713,44.8980311,-88.8442729,175.54867967289738
region,04077630,3,1092,1.4974454986832129,1.654530638118966,44.8980311,-88.8442729,175.54867967289738
region,04077630,7,1088,1.857095172716442,1.9832163909995628,44.8980311,-88.8442729,175.54867967289738
region,04124200,1,1092,0.2894821392647906,0.20695469355007853,44.3630596,-85.820905,337.0141989961042
region,04124200,3,1090,0.6079881065621732,0.4735164488252994,44.3630596,-85.820905,337.0141989961042
region,04124200,7,1086,0.8631353470066468,0.8642652507215594,44.3630596,-85.820905,337.0141989961042
region,04125460,1,1089,0.5640740155972574,0.7359084803850274,44.19334009,-85.7697863,328.82972400276094
region,04125460,3,1085,1.3111877234717855,1.3795260220539198,44.19334009,-85.7697863,328.82972400276094
region,04125460,7,1080,1.590984220973731,1.6082394812560001,44.19334009,-85.7697863,328.82972400276094
region,04137005,1,1091,0.36837764868630535,0.3695113567805418,44.56084749,-83.802764,428.7375390337634
region,04137005,3,1088,0.8723539430833746,0.8490237251864143,44.56084749,-83.802764,428.7375390337634
region,04137005,7,1084,1.3156209977253543,1.4087113734566759,44.56084749,-83.802764,428.7375390337634
region,04176500,1,1087,0.46922651897337464,0.6537447658164659,41.9605671,-83.5309896,266.9699546346625
region,04176500,3,1083,1.298006564097207,1.4471285030456005,41.9605671,-83.5309896,266.9699546346625
region,04176500,7,1076,1.8695585779057045,2.063577403689685,41.9605671,-83.5309896,266.9699546346625
region,04208000,1,1040,0.657007537795812,0.9624788763054081,41.39533087,-81.6298478,295.9204801966904
region,04208000,3,1021,1.6160781232294952,1.8177852489506663,41.39533087,-81.6298478,295.9204801966904
region,04208000,7,1008,2.0013302215794244,2.1028106357638925,41.39533087,-81.6298478,295.9204801966904
region,05054000,1,1076,0.3504075590137165,0.4145500671493766,46.861111,-96.783333,466.1635262765533
region,05054000,3,1068,0.9874748003595095,0.9738217249664135,46.861111,-96.783333,466.1635262765533
region,05054000,7,1058,1.5746965885315471,1.6057897410353075,46.861111,-96.783333,466.1635262765533
region,05057000,1,1067,0.5452144249881375,0.7779405164048517,47.432778,-98.027222,565.9914608809339
region,05057000,3,1062,1.483595728317071,1.6039222780316638,47.432778,-98.027222,565.9914608809339
region,05057000,7,1052,1.9690768705496025,2.0713425091519366,47.432778,-98.027222,565.9914608809339
region,05289800,1,887,0.7394364071679966,0.8424269030289553,44.91550278,-93.21293889,262.1133463110833
region,05289800,3,861,1.5369021463301218,1.5970930547277855,44.91550278,-93.21293889,262.1133463110833
region,05289800,7,832,1.9552931525409158,2.0760014962909143,44.91550278,-93.21293889,262.1133463110833
region,05331833,1,1042,0.8228044521533493,0.930185949353233,46.1713687,-91.3293778,59.92976224081903
region,05331833,3,1034,1.5007913243509499,1.5478205957721312,46.1713687,-91.3293778,59.92976224081903
region,05331833,7,1022,1.7785567184205906,1.7901665943519505,46.1713687,-91.3293778,59.92976224081903
region,05370000,1,1091,0.44920370336356025,0.4467531152014852,44.85277778,-92.2383333,217.61864548499835
region,05370000,3,1088,0.9357141182367206,0.8918542115231503,44.85277778,-92.2383333,217.61864548499835
region,05370000,7,1084,1.2182273054698167,1.28496190411199,44.85277778,-92.2383333,217.61864548499835
region,05382255,1,1094,0.6699101718265332,0.6965658775536036,43.99388889,-90.6572222,175.54867967289738
region,05382255,3,1092,1.1444997322302077,1.1875986236938656,43.99388889,-90.6572222,175.54867967289738
region,05382255,7,1088,1.4299454235428513,1.4367135233418153,43.99388889,-90.6572222,175.54867967289738
region,05382257,1,1085,1.34784444229735,1.3471896774153633,44.00055556,-90.6811111,176.67989344411382
region,05382257,3,1082,1.8218366510528707,1.82045473758501,44.00055556,-90.6811111,176.67989344411382
region,05382257,7,1078,1.9146619120378656,1.9131220387690975,44.00055556,-90.6811111,176.67989344411382
region,05406457,1,996,0.8143554030448801,0.7764128737480948,43.1097222,-89.6408333,208.80465890421593
region,05406457,3,983,1.1591179147610595,1.137408028446832,43.1097222,-89.6408333,208.80465890421593
region,05406457,7,971,1.3167073335673325,1.3029908585697862,43.1097222,-89.6408333,208.80465890421593
region,05458300,1,1060,0.6388426447475117,0.9239533579420476,42.7372222,-92.4700917,377.23521147892666
region,05458300,3,1050,1.7177353930212569,1.9144530219325706,42.7372222,-92.4700917,377.23521147892666
region,05458300,7,1038,2.225214450531657,2.424606699710007,42.7372222,-92.4700917,377.23521147892666
region,05517000,1,1094,0.6636738075824699,0.9506732069180874,41.30279685,-86.62053829,153.85615201546517
region,05517000,3,1092,1.6894825337308257,1.8962859107626342,41.30279685,-86.62053829,153.85615201546517
region,05517000,7,1088,2.161872393420172,2.2893613910148143,41.30279685,-86.62053829,153.85615201546517
region,06036805,1,1091,0.856153032021817,0.9050931974135019,44.4593333,-110.8222722,111.32136850696693
region,06036805,3,1088,1.3620620461808906,1.4184425153488662,44.4593333,-110.8222722,111.32136850696693
region,06036805,7,1084,1.523081718377159,1.5700724705603781,44.4593333,-110.8222722,111.32136850696693
region,06036905,1,1094,0.9886233480095751,1.0545068283459427,44.6201833,-110.8635028,129.29794989942354
region,06036905,3,1092,1.7046905246421962,1.723453101567283,44.6201833,-110.8635028,129.29794989942354
region,06036905,7,1088,1.857021143098099,1.9060749872148708,44.6201833,-110.8635028,129.29794989942354
region,06036940,1,1092,1.1410963648346337,1.1910774372968416,44.732725,-110.7132528,141.8606150518825
region,06036940,3,1090,1.686590807285996,1.8609314032674245,44.732725,-110.7132528,141.8606150518825
region,06036940,7,1086,1.9958130668221412,2.2330059968197062,44.732725,-110.7132528,141.8606150518825
region,06041000,1,1066,0.43487129774205135,0.5241854547320033,45.490231,-111.634506,235.4988386012707
region,06041000,3,1059,1.0529270890932443,1.1488828919866125,45.490231,-111.634506,235.4988386012707
region,06041000,7,1056,1.5138120686396808,1.626303817862632,45.490231,-111.634506,235.4988386012707
region,06623800,1,925,0.5840270878154872,0.5929629152272327,41.02356508,-106.8248049,214.33832923285846
region,06623800,3,920,0.8262561008614855,0.8309683145333414,41.02356508,-106.8248049,214.33832923285846
region,06623800,7,912,0.9813386996314595,0.9214317813903994,41.02356508,-106.8248049,214.33832923285846
region,06894000,1,1072,0.5869991332091519,0.8872086983130341,39.1005609,-94.3005038,313.53468747958334
region,06894000,3,1064,1.6021399631316453,1.800505293174668,39.1005609,-94.3005038,313.53468747958334
region,06894000,7,1057,2.1263626888845617,2.2765519833784973,39.1005609,-94.3005038,313.53468747958334
region,06934500,1,887,0.37843343339880164,0.47001982445632245,38.70980556,-91.4385,365.2998318362
region,06934500,3,864,1.0616991099280046,1.091823269848303,38.70980556,-91.4385,365.2998318362
region,06934500,7,840,1.557614313956113,1.7154083206294215,38.70980556,-91.4385,365.2998318362
region,07106000,1,896,1.2030866756884433,1.196796820750283,38.6016647,-104.6702503,275.26786223721535
region,07106000,3,866,1.8417475234399394,1.765179746351686,38.6016647,-104.6702503,275.26786223721535
region,07106000,7,844,1.8517330037564381,1.8323692479147822,38.6016647,-104.6702503,275.26786223721535
region,07178200,1,929,0.6430360937048631,0.8495885162372215,36.2231514,-95.8194322,341.2639184762813
region,07178200,3,907,1.525374460743882,1.6322200000173452,36.2231514,-95.8194322,341.2639184762813
region,07178200,7,893,2.0400495690305758,2.131096718644856,36.2231514,-95.8194322,341.2639184762813
region,07194880,1,517,0.7877433189956169,0.8392544129559155,36.2814592,-94.227997,313.53468747958334
region,07194880,3,513,1.2530022100946256,1.2918824246534455,36.2814592,-94.227997,313.53468747958334
region,07194880,7,505,1.4285382323249012,1.4216336864077328,36.2814592,-94.227997,313.53468747958334
