candidate,reference,horizon,site_id,effect
LightGBM,Persistence,1,05382257,-0.21466401869509455
LightGBM,Persistence,1,05406457,-0.09394362123741218
LightGBM,Persistence,1,05458300,-0.3636896681752396
LightGBM,Persistence,1,05517000,-0.3444466319668754
LightGBM,Persistence,1,06036805,-0.1454477650878746
LightGBM,Persistence,1,06036905,-0.17033987266329076
LightGBM,Persistence,1,06036940,-0.06722083706453885
LightGBM,Persistence,1,06041000,-0.14859277320015574
LightGBM,Persistence,1,06623800,-0.07383914202687436
LightGBM,Persistence,1,06894000,-0.41193733239248964
LightGBM,Persistence,1,06934500,-0.2026710822685192
LightGBM,Persistence,1,07106000,-0.19225277132131358
LightGBM,Persistence,1,07178200,-0.25855335465411755
LightGBM,Persistence,1,07194880,-0.18048506022915833
LightGBM,Persistence,1,07332622,-0.31883731092465506
LightGBM,Persistence,1,08048000,-0.20615228952686093
LightGBM,Persistence,1,08052700,-0.4537926117121427
LightGBM,Persistence,1,08065350,-0.24342473645457163
LightGBM,Persistence,1,08070200,-0.2822517372338167
LightGBM,Persistence,1,08123850,-0.40694217443664205
LightGBM,Persistence,1,09136100,-0.13825270958931968
LightGBM,Persistence,1,09144250,-0.15301112413837936
LightGBM,Persistence,1,09149500,-0.172008146874835
LightGBM,Persistence,1,09163500,-0.17412618352610543
LightGBM,Persistence,1,09180000,-0.1477439609528194
LightGBM,Persistence,1,09261000,-0.16449738329739316
LightGBM,Persistence,1,09302000,-0.14942955150453774
LightGBM,Persistence,1,09380000,0.06937729948330523
LightGBM,Persistence,1,10129900,-0.1060379925867585
LightGBM,Persistence,1,10301500,-0.20643192457159565
LightGBM,Persistence,1,10351600,-0.2599531590050358
LightGBM,Persistence,1,11262900,-0.2241761694361456
LightGBM,Persistence,1,11467000,-0.14478311402430194
LightGBM,Persistence,1,11507500,-0.2711239640139598
LightGBM,Persistence,1,12056500,-0.06631220562750595
LightGBM,Persistence,1,12115000,-0.03283171431400078
LightGBM,Persistence,1,12117600,-0.04773299341860188
LightGBM,Persistence,1,12210700,-0.11974761950140245
LightGBM,Persistence,1,12212050,-0.1018078373822287
LightGBM,Persistence,1,12213100,-0.2133664440145373
LightGBM,Persistence,1,12363000,-0.1047064141121502
LightGBM,Persistence,1,12398600,-0.06951427003269137
LightGBM,Persistence,1,13018350,-0.17382045769962373
LightGBM,Persistence,1,13154500,-0.08679678776426203
LightGBM,Persistence,1,13317660,-0.0929838644066566
LightGBM,Persistence,1,13342500,-0.10401767354658048
LightGBM,Persistence,1,14091500,-0.0957760966648874
LightGBM,Persistence,1,14150800,-0.1978832752031876
LightGBM,Persistence,1,14151000,-0.061146962251772685
LightGBM,Persistence,1,14152000,-0.038479228662566645
LightGBM,Persistence,1,14153500,-0.04472317417419397
LightGBM,Persistence,1,14154500,-0.22946205703372502
LightGBM,Persistence,1,14159500,-0.003579385444377914
LightGBM,Persistence,1,14161500,-0.07465739356579021
LightGBM,Persistence,1,14179000,-0.09774396152035641
LightGBM,Persistence,1,14185000,-0.16113440338917856
LightGBM,Persistence,1,14210000,-0.08190682796286297
LightGBM,Persistence,1,14211499,-0.20726662533443085
LightGBM,Persistence,1,14211500,-0.2640075121379186
LightGBM,Persistence,1,14320934,-0.1549634529563706
LightGBM,Persistence,1,255534081324000,-0.2916009951017552
LightGBM,Persistence,3,01073319,-0.42458245230777303
LightGBM,Persistence,3,01104415,-0.4076065771786117
LightGBM,Persistence,3,01104455,-0.2360286500390667
LightGBM,Persistence,3,01104475,-0.2955922282992822
LightGBM,Persistence,3,01129500,-0.39674705965974066
LightGBM,Persistence,3,01400500,-0.3879318398231959
LightGBM,Persistence,3,01408029,-0.4795873360252898
LightGBM,Persistence,3,01425000,-0.021370439332569102
LightGBM,Persistence,3,01426500,-0.19729514746516008
LightGBM,Persistence,3,01427207,-0.4228755997796809
LightGBM,Persistence,3,01428500,-0.4388885481274989
LightGBM,Persistence,3,01463500,-0.35707208476358976
LightGBM,Persistence,3,01480617,-0.4557249765511533
LightGBM,Persistence,3,01540500,-0.35504950733820584
LightGBM,Persistence,3,01542500,-0.40498955348346133
LightGBM,Persistence,3,01549700,-0.47550070912269193
LightGBM,Persistence,3,02110701,-0.510607944481378
LightGBM,Persistence,3,02176930,-0.3882083906977174
LightGBM,Persistence,3,02266300,-0.27812415378349065
LightGBM,Persistence,3,02330450,-0.35432230924009867
LightGBM,Persistence,3,02334430,0.17906580158422886
LightGBM,Persistence,3,02334885,-0.45250870463542325
LightGBM,Persistence,3,02336120,-0.43744134386591593
LightGBM,Persistence,3,02336300,-0.4590970250902271
LightGBM,Persistence,3,02336728,0.5070275288263397
LightGBM,Persistence,3,02397000,-0.3933956352781469
LightGBM,Persistence,3,02455980,-0.3586768105255387
LightGBM,Persistence,3,02458450,-0.3280303959297566
LightGBM,Persistence,3,02474560,-0.34599556510982965
LightGBM,Persistence,3,03007800,-0.44413809824861183
LightGBM,Persistence,3,03034000,-0.47664443828714087
LightGBM,Persistence,3,03036000,-0.26356342737378324
LightGBM,Persistence,3,03047000,-0.48509807704414665
LightGBM,Persistence,3,03077500,-0.0869768576675371
LightGBM,Persistence,3,03105500,-0.4232593893358352
LightGBM,Persistence,3,03106000,-0.564753599435498
LightGBM,Persistence,3,03301900,-0.4083135434014642
LightGBM,Persistence,3,03353200,-0.5154813331562713
LightGBM,Persistence,3,03456991,-0.3691958429134401
LightGBM,Persistence,3,04027000,-0.4059100053384579
LightGBM,Persistence,3,04043238,-0.33425562039210477
LightGBM,Persistence,3,04043244,-0.33222187309404516
LightGBM,Persistence,3,04067500,-0.2704741470948693
LightGBM,Persistence,3,04077630,-0.40821589767266486
LightGBM,Persistence,3,04124200,-0.14136912507234328
LightGBM,Persistence,3,04125460,-0.32888016138506626
LightGBM,Persistence,3,04137005,-0.27642840812314895
LightGBM,Persistence,3,04176500,-0.3411839251365225
LightGBM,Persistence,3,04208000,-0.48569789249610684
LightGBM,Persistence,3,05054000,-0.26890611428792144
LightGBM,Persistence,3,05057000,-0.3499236659796152
LightGBM,Persistence,3,05289800,-0.30952508568490744
LightGBM,Persistence,3,05331833,-0.29769991836169973
LightGBM,Persistence,3,05370000,-0.1783197183658244
LightGBM,Persistence,3,05382255,-0.2526705416899282
LightGBM,Persistence,3,05382257,-0.4452900945808107
LightGBM,Persistence,3,05406457,-0.18195589155633574
LightGBM,Persistence,3,05458300,-0.4544499913319604
LightGBM,Persistence,3,05517000,-0.45106289575156944
LightGBM,Persistence,3,06036805,-0.332617898332642
LightGBM,Persistence,3,06036905,-0.35723975483479387
LightGBM,Persistence,3,06036940,-0.16671254502599386
LightGBM,Persistence,3,06041000,-0.31109437181750776
LightGBM,Persistence,3,06623800,-0.20941162701340454
LightGBM,Persistence,3,06894000,-0.4799098656684373
LightGBM,Persistence,3,06934500,-0.2934732017786953
LightGBM,Persistence,3,07106000,-0.44625482500153724
LightGBM,Persistence,3,07178200,-0.296723815357647
LightGBM,Persistence,3,07194880,-0.27910827850985953
LightGBM,Persistence,3,07332622,-0.43237527011337473
LightGBM,Persistence,3,08048000,-0.2149696521644393
LightGBM,Persistence,3,08052700,-0.5960832046148763
LightGBM,Persistence,3,08065350,-0.3469379301131539
LightGBM,Persistence,3,08070200,-0.40382853455403644
LightGBM,Persistence,3,08123850,-0.5033986772244141
LightGBM,Persistence,3,09136100,-0.26512302814543
LightGBM,Persistence,3,09144250,-0.266130367454148
LightGBM,Persistence,3,09149500,-0.30461835215765487
LightGBM,Persistence,3,09163500,-0.32410263088648694
LightGBM,Persistence,3,09180000,-0.2943181967592541
LightGBM,Persistence,3,09261000,-0.35891472961061255
LightGBM,Persistence,3,09302000,-0.2934174765932174
LightGBM,Persistence,3,09380000,0.5458956593120945
LightGBM,Persistence,3,10129900,-0.24774138022757097
LightGBM,Persistence,3,10301500,-0.338007864892802
LightGBM,Persistence,3,10351600,-0.34089497131946733
LightGBM,Persistence,3,11262900,-0.33819456865587827
LightGBM,Persistence,3,11467000,-0.18748816564974524
LightGBM,Persistence,3,11507500,-0.3165958726662319
LightGBM,Persistence,3,12056500,-0.10164603796002225
LightGBM,Persistence,3,12115000,-0.05948874140351612
LightGBM,Persistence,3,12117600,-0.07783382269695716
LightGBM,Persistence,3,12210700,-0.17947076375188664
LightGBM,Persistence,3,12212050,-0.14281053913001496
LightGBM,Persistence,3,12213100,-0.23797022092817355
LightGBM,Persistence,3,12363000,-0.13686039328056743
LightGBM,Persistence,3,12398600,-0.18979464544393598
LightGBM,Persistence,3,13018350,-0.35644116099473955
LightGBM,Persistence,3,13154500,-0.18709779391168846
LightGBM,Persistence,3,13317660,-0.18782974695389454
LightGBM,Persistence,3,13342500,-0.16163213504623142
LightGBM,Persistence,3,14091500,-0.14548743611857373
LightGBM,Persistence,3,14150800,-0.2459055506943284
LightGBM,Persistence,3,14151000,-0.09107429936255906
LightGBM,Persistence,3,14152000,-0.06693626852620649
LightGBM,Persistence,3,14153500,-0.08544514783156276
LightGBM,Persistence,3,14154500,-0.2606386781284449
LightGBM,Persistence,3,14159500,-0.036640372690509904
LightGBM,Persistence,3,14161500,-0.12428780557013908
LightGBM,Persistence,3,14179000,-0.12968983546032908
LightGBM,Persistence,3,14185000,-0.22049578162226147
LightGBM,Persistence,3,14210000,-0.20810899135198413
LightGBM,Persistence,3,14211499,-0.25254801198874466
LightGBM,Persistence,3,14211500,-0.30876274357197997
LightGBM,Persistence,3,14320934,-0.13086716276003862
LightGBM,Persistence,3,255534081324000,-0.4316500105471981
LightGBM,Persistence,7,01073319,-0.7956206221058906
LightGBM,Persistence,7,01104415,-0.5421260461514563
LightGBM,Persistence,7,01104455,-0.3587031717746998
LightGBM,Persistence,7,01104475,-0.4131320227847597
LightGBM,Persistence,7,01129500,-0.6534080227610211
LightGBM,Persistence,7,01400500,-0.753078050462137
LightGBM,Persistence,7,01408029,-0.6854683693580621
LightGBM,Persistence,7,01425000,-0.030937348647985585
LightGBM,Persistence,7,01426500,-0.2925252689060929
LightGBM,Persistence,7,01427207,-0.659791420630575
LightGBM,Persistence,7,01428500,-0.7407242793027744
LightGBM,Persistence,7,01463500,-0.6487854745161767
LightGBM,Persistence,7,01480617,-0.647018166035852
LightGBM,Persistence,7,01540500,-0.6637684828312727
LightGBM,Persistence,7,01542500,-0.7299896076534189
LightGBM,Persistence,7,01549700,-0.763202283185282
LightGBM,Persistence,7,02110701,-0.7436612450648599
LightGBM,Persistence,7,02176930,-0.5589384155982908
LightGBM,Persistence,7,02266300,-0.4217985050260564
LightGBM,Persistence,7,02330450,-0.5701463080493285
LightGBM,Persistence,7,02334430,0.3827388056922399
LightGBM,Persistence,7,02334885,-0.6265610915521145
LightGBM,Persistence,7,02336120,-0.6883781451368471
LightGBM,Persistence,7,02336300,-0.7239297120839168
LightGBM,Persistence,7,02336728,0.6456572708388786
LightGBM,Persistence,7,02397000,-0.5247986972273315
LightGBM,Persistence,7,02455980,-0.5490538769041693
LightGBM,Persistence,7,02458450,-0.5437388618420955
LightGBM,Persistence,7,02474560,-0.5478471073880016
LightGBM,Persistence,7,03007800,-0.7092939889743821
LightGBM,Persistence,7,03034000,-0.7100756594915465
LightGBM,Persistence,7,03036000,-0.49101848067708653
LightGBM,Persistence,7,03047000,-0.6929514607493914
LightGBM,Persistence,7,03077500,-0.2321215173273654
LightGBM,Persistence,7,03105500,-0.6306097687769823
LightGBM,Persistence,7,03106000,-0.8394535467222064
LightGBM,Persistence,7,03301900,-0.5718843912557077
LightGBM,Persistence,7,03353200,-0.7837922473587873
LightGBM,Persistence,7,03456991,-0.6032069509341902
LightGBM,Persistence,7,04027000,-0.8052831713377229
LightGBM,Persistence,7,04043238,-0.6534054511155942
LightGBM,Persistence,7,04043244,-0.5995094108280883
LightGBM,Persistence,7,04067500,-0.7176164973555696
LightGBM,Persistence,7,04077630,-0.8167990183230489
LightGBM,Persistence,7,04124200,-0.43087910444072
LightGBM,Persistence,7,04125460,-0.5514383837921542
LightGBM,Persistence,7,04137005,-0.539915026103283
LightGBM,Persistence,7,04176500,-0.7114730409605308
LightGBM,Persistence,7,04208000,-0.7697521820858721
LightGBM,Persistence,7,05054000,-0.6086823952947185
LightGBM,Persistence,7,05057000,-0.7654480186511765
LightGBM,Persistence,7,05289800,-0.8306387136122142
LightGBM,Persistence,7,05331833,-0.6373987834928354
LightGBM,Persistence,7,05370000,-0.5679349795139945
LightGBM,Persistence,7,05382255,-0.5405318425959307
LightGBM,Persistence,7,05382257,-0.6661107011021477
LightGBM,Persistence,7,05406457,-0.3007818259941266
LightGBM,Persistence,7,05458300,-0.8908551330206649
LightGBM,Persistence,7,05517000,-0.7473253984844601
LightGBM,Persistence,7,06036805,-0.5128943213549413
LightGBM,Persistence,7,06036905,-0.598364315568582
LightGBM,Persistence,7,06036940,-0.33532988066186364
LightGBM,Persistence,7,06041000,-0.5990155937940322
LightGBM,Persistence,7,06623800,-0.4647580377679108
LightGBM,Persistence,7,06894000,-0.8263678306120084
LightGBM,Persistence,7,06934500,-0.6507000327247541
LightGBM,Persistence,7,07106000,-0.7135931242446858
LightGBM,Persistence,7,07178200,-0.5832949733267161
LightGBM,Persistence,7,07194880,-0.44995855307576105
LightGBM,Persistence,7,07332622,-0.8290108570244707
LightGBM,Persistence,7,08048000,-0.49479481974678796
LightGBM,Persistence,7,08052700,-1.008616845556773
LightGBM,Persistence,7,08065350,-0.6131393770841518
LightGBM,Persistence,7,08070200,-0.6705416259282058
LightGBM,Persistence,7,08123850,-0.882200288767673
LightGBM,Persistence,7,09136100,-0.4361077090385206
LightGBM,Persistence,7,09144250,-0.37999648728657065
LightGBM,Persistence,7,09149500,-0.4668190164007655
LightGBM,Persistence,7,09163500,-0.5475368494905748
LightGBM,Persistence,7,09180000,-0.508225517594231
LightGBM,Persistence,7,09261000,-0.6502337157973483
LightGBM,Persistence,7,09302000,-0.6231428180631531
LightGBM,Persistence,7,09380000,1.5378406629894696
LightGBM,Persistence,7,10129900,-0.39416737439095884
LightGBM,Persistence,7,10301500,-0.6657016384218872
LightGBM,Persistence,7,10351600,-0.473844425032971
LightGBM,Persistence,7,11262900,-0.5737025667282494
LightGBM,Persistence,7,11467000,-0.29909120170271675
LightGBM,Persistence,7,11507500,-0.605751087033835
LightGBM,Persistence,7,12056500,-0.21844468760115265
LightGBM,Persistence,7,12115000,-0.15475857669299964
LightGBM,Persistence,7,12117600,-0.19374449413090977
LightGBM,Persistence,7,12210700,-0.3731712937183258
LightGBM,Persistence,7,12212050,-0.30858434025339654
LightGBM,Persistence,7,12213100,-0.36451443757322677
LightGBM,Persistence,7,12363000,-0.31947237975235876
LightGBM,Persistence,7,12398600,-0.36779848309826546
LightGBM,Persistence,7,13018350,-0.5714915795207813
LightGBM,Persistence,7,13154500,-0.238014763390477
LightGBM,Persistence,7,13317660,-0.43063759688907743
LightGBM,Persistence,7,13342500,-0.3102615411394374
LightGBM,Persistence,7,14091500,-0.19998240354180297
LightGBM,Persistence,7,14150800,-0.45458870047529953
LightGBM,Persistence,7,14151000,-0.08693969729598794
LightGBM,Persistence,7,14152000,-0.19559845014598964
LightGBM,Persistence,7,14153500,-0.03532782050151062
LightGBM,Persistence,7,14154500,-0.3717372683026203
LightGBM,Persistence,7,14159500,-0.1428753578734121
LightGBM,Persistence,7,14161500,-0.2762279487039776
LightGBM,Persistence,7,14179000,-0.21760280934155674
LightGBM,Persistence,7,14185000,-0.3953399072131909
LightGBM,Persistence,7,14210000,-0.278942194384159
LightGBM,Persistence,7,14211499,-0.5151049259495988
LightGBM,Persistence,7,14211500,-0.5808810084969789
LightGBM,Persistence,7,14320934,-0.2624940136699754
LightGBM,Persistence,7,255534081324000,-0.7063227293441257
LightGBM,DampedPersistence,1,01073319,-0.2715477785671164
LightGBM,DampedPersistence,1,01104415,-0.1948983509924186
LightGBM,DampedPersistence,1,01104455,-0.12105380708272928
LightGBM,DampedPersistence,1,01104475,-0.18264756322320042
LightGBM,DampedPersistence,1,01129500,-0.24604049044695386
LightGBM,DampedPersistence,1,01400500,-0.35474365602597946
LightGBM,DampedPersistence,1,01408029,-0.35274809531385576
LightGBM,DampedPersistence,1,01425000,0.0013525410718154829
LightGBM,DampedPersistence,1,01426500,-0.10497046595327497
LightGBM,DampedPersistence,1,01427207,-0.2877872073455403
LightGBM,DampedPersistence,1,01428500,-0.29937451215499655
LightGBM,DampedPersistence,1,01463500,-0.24035756532946695
LightGBM,DampedPersistence,1,01480617,-0.3078555528561676
LightGBM,DampedPersistence,1,01540500,-0.19865034753863464
LightGBM,DampedPersistence,1,01542500,-0.2857811239166309
LightGBM,DampedPersistence,1,01549700,-0.31673167632214605
LightGBM,DampedPersistence,1,02110701,-0.4263728130149518
LightGBM,DampedPersistence,1,02176930,-0.28427374725829124
LightGBM,DampedPersistence,1,02266300,-0.2765843842945075
LightGBM,DampedPersistence,1,02330450,-0.21683177073742532
LightGBM,DampedPersistence,1,02334430,0.019477674064184047
LightGBM,DampedPersistence,1,02334885,-0.42603903068784177
LightGBM,DampedPersistence,1,02336120,-0.3747269074493652
LightGBM,DampedPersistence,1,02336300,-0.3874284964416922
LightGBM,DampedPersistence,1,02336728,-0.0001504575584087009
LightGBM,DampedPersistence,1,02397000,-0.250909711977851
LightGBM,DampedPersistence,1,02455980,-0.2795876912742782
LightGBM,DampedPersistence,1,02458450,-0.2638774733035565
LightGBM,DampedPersistence,1,02474560,-0.2712463588731422
LightGBM,DampedPersistence,1,03007800,-0.3467729183763937
LightGBM,DampedPersistence,1,03034000,-0.3284455715115171
LightGBM,DampedPersistence,1,03036000,-0.0638522949591166
LightGBM,DampedPersistence,1,03047000,-0.1944116740670555
LightGBM,DampedPersistence,1,03077500,0.015319086549839045
LightGBM,DampedPersistence,1,03105500,-0.30409730693541204
LightGBM,DampedPersistence,1,03106000,-0.41394829631198204
LightGBM,DampedPersistence,1,03301900,-0.2803844325738759
LightGBM,DampedPersistence,1,03353200,-0.3952084186943673
LightGBM,DampedPersistence,1,03456991,-0.22263103716959953
LightGBM,DampedPersistence,1,04027000,-0.3496423120557026
LightGBM,DampedPersistence,1,04043238,-0.16461554703707637
LightGBM,DampedPersistence,1,04043244,-0.17326719738807395
LightGBM,DampedPersistence,1,04067500,-0.17423604892198397
LightGBM,DampedPersistence,1,04077630,-0.25158350112725747
LightGBM,DampedPersistence,1,04124200,-0.0001325766776744397
LightGBM,DampedPersistence,1,04125460,-0.23649223639958267
LightGBM,DampedPersistence,1,04137005,-0.1015540437795151
LightGBM,DampedPersistence,1,04176500,-0.22621282851707486
LightGBM,DampedPersistence,1,04208000,-0.37341864759032695
LightGBM,DampedPersistence,1,05054000,-0.13073713295595885
LightGBM,DampedPersistence,1,05057000,-0.2969251164066371
LightGBM,DampedPersistence,1,05289800,-0.1208548861406703
LightGBM,DampedPersistence,1,05331833,-0.15471758923789858
LightGBM,DampedPersistence,1,05370000,-0.0379761405691571
LightGBM,DampedPersistence,1,05382255,-0.08392045740937892
LightGBM,DampedPersistence,1,05382257,-0.11076797497860813
LightGBM,DampedPersistence,1,05406457,-0.05734731884833899
LightGBM,DampedPersistence,1,05458300,-0.334648737977279
LightGBM,DampedPersistence,1,05517000,-0.3172850203125339
LightGBM,DampedPersistence,1,06036805,-0.10389363271515162
LightGBM,DampedPersistence,1,06036905,-0.12832986630050192
LightGBM,DampedPersistence,1,06036940,-0.06459531911780747
LightGBM,DampedPersistence,1,06041000,-0.12474746412703297
LightGBM,DampedPersistence,1,06623800,-0.033927875769225846
LightGBM,DampedPersistence,1,06894000,-0.37890818973148266
LightGBM,DampedPersistence,1,06934500,-0.16643913696156876
LightGBM,DampedPersistence,1,07106000,-0.11117729342422433
LightGBM,DampedPersistence,1,07178200,-0.23715268721952454
LightGBM,DampedPersistence,1,07194880,-0.13588471762115284
LightGBM,DampedPersistence,1,07332622,-0.27602062574914277
LightGBM,DampedPersistence,1,08048000,-0.18635292515870894
LightGBM,DampedPersistence,1,08052700,-0.3850179443871866
LightGBM,DampedPersistence,1,08065350,-0.2263074162029729
LightGBM,DampedPersistence,1,08070200,-0.2668737440398321
LightGBM,DampedPersistence,1,08123850,-0.3666413123247595
LightGBM,DampedPersistence,1,09136100,-0.11146128015582812
LightGBM,DampedPersistence,1,09144250,-0.13181785778064614
LightGBM,DampedPersistence,1,09149500,-0.13257286620450182
LightGBM,DampedPersistence,1,09163500,-0.14974797883882107
LightGBM,DampedPersistence,1,09180000,-0.12143520576685662
LightGBM,DampedPersistence,1,09261000,-0.1392146894197378
LightGBM,DampedPersistence,1,09302000,-0.1235629543400888
LightGBM,DampedPersistence,1,09380000,0.05858996701779323
LightGBM,DampedPersistence,1,10129900,-0.08212167527186365
LightGBM,DampedPersistence,1,10301500,-0.17453462813237264
LightGBM,DampedPersistence,1,10351600,-0.2434496237228272
LightGBM,DampedPersistence,1,11262900,-0.18791788067213522
LightGBM,DampedPersistence,1,11467000,-0.134806546646985
LightGBM,DampedPersistence,1,11507500,-0.24851881727244285
LightGBM,DampedPersistence,1,12056500,-0.05474285838771903
LightGBM,DampedPersistence,1,12115000,-0.024038182439324096
LightGBM,DampedPersistence,1,12117600,-0.03817293610455735
LightGBM,DampedPersistence,1,12210700,-0.09798675893704567
LightGBM,DampedPersistence,1,12212050,-0.08893591343537738
LightGBM,DampedPersistence,1,12213100,-0.18989115251463817
LightGBM,DampedPersistence,1,12363000,-0.08911154632956492
LightGBM,DampedPersistence,1,12398600,-0.03484431223728626
LightGBM,DampedPersistence,1,13018350,-0.13573819787643948
LightGBM,DampedPersistence,1,13154500,-0.07739187040483253
LightGBM,DampedPersistence,1,13317660,-0.0652537206535089
LightGBM,DampedPersistence,1,13342500,-0.09145731575533589
LightGBM,DampedPersistence,1,14091500,-0.06874414062244005
LightGBM,DampedPersistence,1,14150800,-0.17929556988404938
LightGBM,DampedPersistence,1,14151000,-0.05543774646979599
LightGBM,DampedPersistence,1,14152000,-0.029555941133170838
LightGBM,DampedPersistence,1,14153500,-0.03167731349703412
LightGBM,DampedPersistence,1,14154500,-0.2156246845566785
LightGBM,DampedPersistence,1,14159500,0.00553248425283126
LightGBM,DampedPersistence,1,14161500,-0.06112057690537814
LightGBM,DampedPersistence,1,14179000,-0.08553822724905463
LightGBM,DampedPersistence,1,14185000,-0.14402816230737442
LightGBM,DampedPersistence,1,14210000,-0.06768749437416804
LightGBM,DampedPersistence,1,14211499,-0.1836002157055696
LightGBM,DampedPersistence,1,14211500,-0.23984751375242241
LightGBM,DampedPersistence,1,14320934,-0.14757022505494666
LightGBM,DampedPersistence,1,255534081324000,-0.25508200703883754
LightGBM,DampedPersistence,3,01073319,-0.17970815304592258
LightGBM,DampedPersistence,3,01104415,-0.09242392145443357
LightGBM,DampedPersistence,3,01104455,-0.09766663520783547
LightGBM,DampedPersistence,3,01104475,-0.09182748342535518
LightGBM,DampedPersistence,3,01129500,-0.16113925717080657
LightGBM,DampedPersistence,3,01400500,-0.14033912847099028
LightGBM,DampedPersistence,3,01408029,-0.15798743393405124
LightGBM,DampedPersistence,3,01425000,0.03309093985860889
LightGBM,DampedPersistence,3,01426500,-0.058829721130235324
LightGBM,DampedPersistence,3,01427207,-0.19973092587642927
LightGBM,DampedPersistence,3,01428500,-0.24915724068323541
LightGBM,DampedPersistence,3,01463500,-0.2096728576628233
LightGBM,DampedPersistence,3,01480617,-0.1681796717455064
LightGBM,DampedPersistence,3,01540500,-0.19481250781994075
LightGBM,DampedPersistence,3,01542500,-0.16500815759576826
LightGBM,DampedPersistence,3,01549700,-0.24507983023000146
LightGBM,DampedPersistence,3,02110701,-0.23004765621666
LightGBM,DampedPersistence,3,02176930,-0.14453345343261126
LightGBM,DampedPersistence,3,02266300,-0.08840222566069289
LightGBM,DampedPersistence,3,02330450,-0.0941657793611883
LightGBM,DampedPersistence,3,02334430,0.10587137833246901
LightGBM,DampedPersistence,3,02334885,-0.22382041461910296
LightGBM,DampedPersistence,3,02336120,-0.1580371722973668
LightGBM,DampedPersistence,3,02336300,-0.17042513753876154
LightGBM,DampedPersistence,3,02336728,0.27833454738804453
LightGBM,DampedPersistence,3,02397000,-0.26168008034895696
LightGBM,DampedPersistence,3,02455980,-0.0998890105380279
LightGBM,DampedPersistence,3,02458450,-0.09497114781975613
LightGBM,DampedPersistence,3,02474560,-0.20707243336860648
LightGBM,DampedPersistence,3,03007800,-0.19447811394584025
LightGBM,DampedPersistence,3,03034000,-0.20924198482277867
LightGBM,DampedPersistence,3,03036000,-0.14290860780646408
LightGBM,DampedPersistence,3,03047000,-0.35400438823319735
LightGBM,DampedPersistence,3,03077500,0.02249723257741404
LightGBM,DampedPersistence,3,03105500,-0.21343635014804718
LightGBM,DampedPersistence,3,03106000,-0.2774934115055461
LightGBM,DampedPersistence,3,03301900,-0.11715093660409881
LightGBM,DampedPersistence,3,03353200,-0.21353575115434964
LightGBM,DampedPersistence,3,03456991,-0.14625740588675806
LightGBM,DampedPersistence,3,04027000,-0.15574452144090634
LightGBM,DampedPersistence,3,04043238,-0.0850958588467503
LightGBM,DampedPersistence,3,04043244,-0.09213136972657665
LightGBM,DampedPersistence,3,04067500,-0.10387560498981507
LightGBM,DampedPersistence,3,04077630,-0.1693103115869823
LightGBM,DampedPersistence,3,04124200,0.003242715486693748
LightGBM,DampedPersistence,3,04125460,-0.1319842933721549
LightGBM,DampedPersistence,3,04137005,-0.15148493031735544
LightGBM,DampedPersistence,3,04176500,-0.19072942879135812
LightGBM,DampedPersistence,3,04208000,-0.23804771487774645
LightGBM,DampedPersistence,3,05054000,-0.0918651293401277
LightGBM,DampedPersistence,3,05057000,-0.149929383338673
LightGBM,DampedPersistence,3,05289800,-0.11618349536765571
LightGBM,DampedPersistence,3,05331833,-0.05823736992625461
LightGBM,DampedPersistence,3,05370000,-0.03313469813664771
LightGBM,DampedPersistence,3,05382255,-0.06998336939575012
LightGBM,DampedPersistence,3,05382257,-0.0456862986942157
LightGBM,DampedPersistence,3,05406457,-0.01178759781502503
LightGBM,DampedPersistence,3,05458300,-0.253559974231891
LightGBM,DampedPersistence,3,05517000,-0.20919889397001867
LightGBM,DampedPersistence,3,06036805,-0.1182708129147827
LightGBM,DampedPersistence,3,06036905,-0.08156987827731421
LightGBM,DampedPersistence,3,06036940,-0.08391255519893126
LightGBM,DampedPersistence,3,06041000,-0.1788289769085757
LightGBM,DampedPersistence,3,06623800,-0.029912980412021728
LightGBM,DampedPersistence,3,06894000,-0.26149385005935266
LightGBM,DampedPersistence,3,06934500,-0.14404468329087383
LightGBM,DampedPersistence,3,07106000,-0.03220763625757006
LightGBM,DampedPersistence,3,07178200,-0.14988208479919574
LightGBM,DampedPersistence,3,07194880,-0.07933749679388602
LightGBM,DampedPersistence,3,07332622,-0.12462363982331448
LightGBM,DampedPersistence,3,08048000,-0.07370902616035568
LightGBM,DampedPersistence,3,08052700,-0.16100877116623868
LightGBM,DampedPersistence,3,08065350,-0.22651539343757388
LightGBM,DampedPersistence,3,08070200,-0.23312149530403126
LightGBM,DampedPersistence,3,08123850,-0.13255843856297922
LightGBM,DampedPersistence,3,09136100,-0.12711904097905213
LightGBM,DampedPersistence,3,09144250,-0.1430620561064757
LightGBM,DampedPersistence,3,09149500,-0.10027248085266405
LightGBM,DampedPersistence,3,09163500,-0.19058420514831176
LightGBM,DampedPersistence,3,09180000,-0.12553507428113986
LightGBM,DampedPersistence,3,09261000,-0.20277769093227804
LightGBM,DampedPersistence,3,09302000,-0.13667171845838388
LightGBM,DampedPersistence,3,09380000,0.49723489937228305
LightGBM,DampedPersistence,3,10129900,-0.1157448384996731
LightGBM,DampedPersistence,3,10301500,-0.10106214677365721
LightGBM,DampedPersistence,3,10351600,-0.1867520864496106
LightGBM,DampedPersistence,3,11262900,-0.11018874192774675
